documento,pagina,riga,sezione,capitolo,piano_gestionale,voce,anno,importo_mln
agg2021,18,11-4,fonti,,PG6,Tratta Cancello - Frasso Telesino,2019,
agg2021,18,11-4,fonti,,PG6,Tratta Cancello - Frasso Telesino,2020,35.0
agg2021,18,11-4,fonti,,PG6,Tratta Cancello - Frasso Telesino,2021,12.0
agg2021,18,11-5,fonti,,PG7,"Brescia-Verona-Padova, Napoli-Bari",2017,
agg2021,18,11-5,fonti,,PG7,"Brescia-Verona-Padova, Napoli-Bari",2018,203.0
agg2021,18,11-5,fonti,,PG7,"Brescia-Verona-Padova, Napoli-Bari",2019,124.0
agg2021,18,11-5,fonti,,PG7,"Brescia-Verona-Padova, Napoli-Bari",2020,672.0
agg2021,18,11-5,fonti,,PG7,"Brescia-Verona-Padova, Napoli-Bari",2021,550.0
agg2021,18,11-6,fonti,,PG8,Adeguamento tracciato e velocizzazione asse ferroviario adriatico Bologna-Lecce,2017,95.0
agg2021,18,11-6,fonti,,PG8,Adeguamento tracciato e velocizzazione asse ferroviario adriatico Bologna-Lecce,2018,39.0
agg2021,18,11-6,fonti,,PG8,Adeguamento tracciato e velocizzazione asse ferroviario adriatico Bologna-Lecce,2019,11.0
agg2021,18,11-6,fonti,,PG8,Adeguamento tracciato e velocizzazione asse ferroviario adriatico Bologna-Lecce,2020,6.0
agg2021,18,11-6,fonti,,PG8,Adeguamento tracciato e velocizzazione asse ferroviario adriatico Bologna-Lecce,2021,2.0
agg2021,18,11-7,fonti,,PG9,"Contributi in conto impianti da corrispondere a FS SpA per la nuova linea ferroviaria ""Ferrandina - Matera La Martella""",2017,
agg2021,18,11-7,fonti,,PG9,"Contributi in conto impianti da corrispondere a FS SpA per la nuova linea ferroviaria ""Ferrandina - Matera La Martella""",2018,
agg2021,18,11-7,fonti,,PG9,"Contributi in conto impianti da corrispondere a FS SpA per la nuova linea ferroviaria ""Ferrandina - Matera La Martella""",2019,
agg2021,18,11-7,fonti,,PG9,"Contributi in conto impianti da corrispondere a FS SpA per la nuova linea ferroviaria ""Ferrandina - Matera La Martella""",2020,
agg2021,18,11-7,fonti,,PG9,"Contributi in conto impianti da corrispondere a FS SpA per la nuova linea ferroviaria ""Ferrandina - Matera La Martella""",2021,44.0
agg2021,18,11-8,fonti,,PG10,Fondo ex art.1 comma 1072 della Legge di Bilancio 2018 (DPCM 2018),2017,
agg2021,18,11-8,fonti,,PG10,Fondo ex art.1 comma 1072 della Legge di Bilancio 2018 (DPCM 2018),2018,
agg2021,18,11-8,fonti,,PG10,Fondo ex art.1 comma 1072 della Legge di Bilancio 2018 (DPCM 2018),2019,
agg2021,18,11-8,fonti,,PG10,Fondo ex art.1 comma 1072 della Legge di Bilancio 2018 (DPCM 2018),2020,30.0
agg2021,18,11-8,fonti,,PG10,Fondo ex art.1 comma 1072 della Legge di Bilancio 2018 (DPCM 2018),2021,264.0
agg2021,18,11-9,fonti,,PG11,Fondo ex art.1 commi 95-98 della Legge di Bilancio 2019,2017,
agg2021,18,11-9,fonti,,PG11,Fondo ex art.1 commi 95-98 della Legge di Bilancio 2019,2018,
agg2021,18,11-9,fonti,,PG11,Fondo ex art.1 commi 95-98 della Legge di Bilancio 2019,2019,
agg2021,18,11-9,fonti,,PG11,Fondo ex art.1 commi 95-98 della Legge di Bilancio 2019,2020,30.0
agg2021,18,11-9,fonti,,PG11,Fondo ex art.1 commi 95-98 della Legge di Bilancio 2019,2021,114.0
agg2021,18,11-10,fonti,,PG12,Fondo ex art.1 commi 14 della Legge di Bilancio 2020,2017,
agg2021,18,11-10,fonti,,PG12,Fondo ex art.1 commi 14 della Legge di Bilancio 2020,2018,
agg2021,18,11-10,fonti,,PG12,Fondo ex art.1 commi 14 della Legge di Bilancio 2020,2019,
agg2021,18,11-10,fonti,,PG12,Fondo ex art.1 commi 14 della Legge di Bilancio 2020,2020,
agg2021,18,11-10,fonti,,PG12,Fondo ex art.1 commi 14 della Legge di Bilancio 2020,2021,12.0
agg2021,18,12,fonti,7123,,Contributi per la realizzazione di opere specifiche,2017,2.0
agg2021,18,12,fonti,7123,,Contributi per la realizzazione di opere specifiche,2018,2.0
agg2021,18,12,fonti,7123,,Contributi per la realizzazione di opere specifiche,2019,2.0
agg2021,18,12,fonti,7123,,Contributi per la realizzazione di opere specifiche,2020,
agg2021,18,12,fonti,7123,,Contributi per la realizzazione di opere specifiche,2021,
agg2021,18,13,fonti,7493,,Riduzione tasso cofinanziamento nazionale,2017,
agg2021,18,13,fonti,7493,,Riduzione tasso cofinanziamento nazionale,2018,
agg2021,18,13,fonti,7493,,Riduzione tasso cofinanziamento nazionale,2019,
agg2021,18,13,fonti,7493,,Riduzione tasso cofinanziamento nazionale,2020,54.0
agg2021,18,13,fonti,7493,,Riduzione tasso cofinanziamento nazionale,2021,126.0
agg2021,18,14,fonti,8000,,Fondo Sviluppo e Coesione,2017,88.0
agg2021,18,14,fonti,8000,,Fondo Sviluppo e Coesione,2018,30.0
agg2021,18,14,fonti,8000,,Fondo Sviluppo e Coesione,2019,141.0
agg2021,18,14,fonti,8000,,Fondo Sviluppo e Coesione,2020,143.0
agg2021,18,14,fonti,8000,,Fondo Sviluppo e Coesione,2021,120.0
agg2021,18,15,fonti,8000,,Fondo Sviluppo e Coesione 2014-2020,2017,
agg2021,18,15,fonti,8000,,Fondo Sviluppo e Coesione 2014-2020,2018,
agg2021,18,15,fonti,8000,,Fondo Sviluppo e Coesione 2014-2020,2019,
agg2021,18,15,fonti,8000,,Fondo Sviluppo e Coesione 2014-2020,2020,46.0
agg2021,18,15,fonti,8000,,Fondo Sviluppo e Coesione 2014-2020,2021,367.0
agg2021,18,16,fonti,,,MIMS (17+18+19+20+21+22+23+24+25+26+27),2017,529.0
agg2021,18,16,fonti,,,MIMS (17+18+19+20+21+22+23+24+25+26+27),2018,163.0
agg2021,18,16,fonti,,,MIMS (17+18+19+20+21+22+23+24+25+26+27),2019,403.0
agg2021,18,16,fonti,,,MIMS (17+18+19+20+21+22+23+24+25+26+27),2020,624.0
agg2021,18,16,fonti,,,MIMS (17+18+19+20+21+22+23+24+25+26+27),2021,358.0
agg2021,18,17,fonti,7060,,Legge Obiettivo,2017,100.0
agg2021,18,17,fonti,7060,,Legge Obiettivo,2018,92.0
agg2021,18,17,fonti,7060,,Legge Obiettivo,2019,24.0
agg2021,18,17,fonti,7060,,Legge Obiettivo,2020,151.0
agg2021,18,17,fonti,7060,,Legge Obiettivo,2021,77.0
agg2021,18,18,fonti,7515,,Fondo infrastrutture ferroviarie e stradali - Linea AV/AC Treviglio-Brescia,2017,109.0
agg2021,18,18,fonti,7515,,Fondo infrastrutture ferroviarie e stradali - Linea AV/AC Treviglio-Brescia,2018,24.0
agg2021,18,18,fonti,7515,,Fondo infrastrutture ferroviarie e stradali - Linea AV/AC Treviglio-Brescia,2019,51.0
agg2021,18,18,fonti,7515,,Fondo infrastrutture ferroviarie e stradali - Linea AV/AC Treviglio-Brescia,2020,
agg2021,18,18,fonti,7515,,Fondo infrastrutture ferroviarie e stradali - Linea AV/AC Treviglio-Brescia,2021,
agg2021,18,19,fonti,7518,,Fondo infrastrutture ferroviarie e stradali - Linea AV/AC 3^ Valico dei Giovi,2017,134.0
agg2021,18,19,fonti,7518,,Fondo infrastrutture ferroviarie e stradali - Linea AV/AC 3^ Valico dei Giovi,2018,47.0
agg2021,18,19,fonti,7518,,Fondo infrastrutture ferroviarie e stradali - Linea AV/AC 3^ Valico dei Giovi,2019,197.0
agg2021,18,19,fonti,7518,,Fondo infrastrutture ferroviarie e stradali - Linea AV/AC 3^ Valico dei Giovi,2020,135.0
agg2021,18,19,fonti,7518,,Fondo infrastrutture ferroviarie e stradali - Linea AV/AC 3^ Valico dei Giovi,2021,111.0
agg2021,18,20,fonti,7516,,Decreto Legge 133/2014 - Sblocca Italia,2017,
agg2021,18,20,fonti,7516,,Decreto Legge 133/2014 - Sblocca Italia,2018,
agg2021,18,20,fonti,7516,,Decreto Legge 133/2014 - Sblocca Italia,2019,
agg2021,18,20,fonti,7516,,Decreto Legge 133/2014 - Sblocca Italia,2020,89.0
agg2021,18,20,fonti,7516,,Decreto Legge 133/2014 - Sblocca Italia,2021,
agg2021,18,21,fonti,7528,,DL Sblocca Italia Tunnel di Base del Brennero,2017,
agg2021,18,21,fonti,7528,,DL Sblocca Italia Tunnel di Base del Brennero,2018,
agg2021,18,21,fonti,7528,,DL Sblocca Italia Tunnel di Base del Brennero,2019,
agg2021,18,21,fonti,7528,,DL Sblocca Italia Tunnel di Base del Brennero,2020,52.0
agg2021,18,21,fonti,7528,,DL Sblocca Italia Tunnel di Base del Brennero,2021,75.0
agg2021,18,22,fonti,7549,,"Decreto Legge 133/2014 - Sblocca Italia, Soppr. Passaggi a livello",2017,
agg2021,18,22,fonti,7549,,"Decreto Legge 133/2014 - Sblocca Italia, Soppr. Passaggi a livello",2018,
agg2021,18,22,fonti,7549,,"Decreto Legge 133/2014 - Sblocca Italia, Soppr. Passaggi a livello",2019,45.0
agg2021,18,22,fonti,7549,,"Decreto Legge 133/2014 - Sblocca Italia, Soppr. Passaggi a livello",2020,3.0
agg2021,18,22,fonti,7549,,"Decreto Legge 133/2014 - Sblocca Italia, Soppr. Passaggi a livello",2021,12.0
agg2021,18,23,fonti,7540,,Decreto Legge 69/2013 - Legge stabilità 2014 -Interventi di miglioramento rete ferroviaria,2017,186.0
agg2021,18,23,fonti,7540,,Decreto Legge 69/2013 - Legge stabilità 2014 -Interventi di miglioramento rete ferroviaria,2018,
agg2021,18,23,fonti,7540,,Decreto Legge 69/2013 - Legge stabilità 2014 -Interventi di miglioramento rete ferroviaria,2019,60.0
agg2021,18,23,fonti,7540,,Decreto Legge 69/2013 - Legge stabilità 2014 -Interventi di miglioramento rete ferroviaria,2020,70.0
agg2021,18,23,fonti,7540,,Decreto Legge 69/2013 - Legge stabilità 2014 -Interventi di miglioramento rete ferroviaria,2021,
agg2021,18,25,fonti,7564,,DL Sblocca Italia Pistoia - Lucca Viareggio,2017,
agg2021,18,25,fonti,7564,,DL Sblocca Italia Pistoia - Lucca Viareggio,2018,
agg2021,18,25,fonti,7564,,DL Sblocca Italia Pistoia - Lucca Viareggio,2019,26.0
agg2021,18,25,fonti,7564,,DL Sblocca Italia Pistoia - Lucca Viareggio,2020,125.0
agg2021,18,25,fonti,7564,,DL Sblocca Italia Pistoia - Lucca Viareggio,2021,16.0
agg2021,18,26,fonti,,,xxxx DL 59/2021,2017,
agg2021,18,26,fonti,,,xxxx DL 59/2021,2018,
agg2021,18,26,fonti,,,xxxx DL 59/2021,2019,
agg2021,18,26,fonti,,,xxxx DL 59/2021,2020,
agg2021,18,26,fonti,,,xxxx DL 59/2021,2021,35.0
agg2021,18,27,fonti,7561,,Somme da destinare all'intervento Olimpiadi Invernali 2026 - interventi sulle infrastrutture ferroviarie,2017,
agg2021,18,27,fonti,7561,,Somme da destinare all'intervento Olimpiadi Invernali 2026 - interventi sulle infrastrutture ferroviarie,2018,
agg2021,18,27,fonti,7561,,Somme da destinare all'intervento Olimpiadi Invernali 2026 - interventi sulle infrastrutture ferroviarie,2019,
agg2021,18,27,fonti,7561,,Somme da destinare all'intervento Olimpiadi Invernali 2026 - interventi sulle infrastrutture ferroviarie,2020,
agg2021,18,27,fonti,7561,,Somme da destinare all'intervento Olimpiadi Invernali 2026 - interventi sulle infrastrutture ferroviarie,2021,32.0
agg2021,18,28,fonti,,,RISORSE UE (29+30+31),2017,434.0
agg2021,18,28,fonti,,,RISORSE UE (29+30+31),2018,268.0
agg2021,18,28,fonti,,,RISORSE UE (29+30+31),2019,214.0
agg2021,18,28,fonti,,,RISORSE UE (29+30+31),2020,188.0
agg2021,18,28,fonti,,,RISORSE UE (29+30+31),2021,1946.0
agg2021,18,29,fonti,,,RISORSE PON- FESR,2017,388.0
agg2021,18,29,fonti,,,RISORSE PON- FESR,2018,167.0
agg2021,18,29,fonti,,,RISORSE PON- FESR,2019,138.0
agg2021,18,29,fonti,,,RISORSE PON- FESR,2020,110.0
agg2021,18,29,fonti,,,RISORSE PON- FESR,2021,240.0
agg2021,18,30,fonti,,,RISORSE TEN-T (subordinati al reperimento della corrispondente quota nazionale),2017,46.0
agg2021,18,30,fonti,,,RISORSE TEN-T (subordinati al reperimento della corrispondente quota nazionale),2018,101.0
agg2021,18,30,fonti,,,RISORSE TEN-T (subordinati al reperimento della corrispondente quota nazionale),2019,76.0
agg2021,18,30,fonti,,,RISORSE TEN-T (subordinati al reperimento della corrispondente quota nazionale),2020,78.0
agg2021,18,30,fonti,,,RISORSE TEN-T (subordinati al reperimento della corrispondente quota nazionale),2021,164.0
agg2021,18,31,fonti,,,RISORSE PNRR,2017,
agg2021,18,31,fonti,,,RISORSE PNRR,2018,
agg2021,18,31,fonti,,,RISORSE PNRR,2019,
agg2021,18,31,fonti,,,RISORSE PNRR,2020,
agg2021,18,31,fonti,,,RISORSE PNRR,2021,1543.0
agg2021,18,32,fonti,,,RISORSE DA EE.LL. e ALTRO (33+34),2017,550.0
agg2021,18,32,fonti,,,RISORSE DA EE.LL. e ALTRO (33+34),2018,197.0
agg2021,18,32,fonti,,,RISORSE DA EE.LL. e ALTRO (33+34),2019,311.0
agg2021,18,32,fonti,,,RISORSE DA EE.LL. e ALTRO (33+34),2020,254.0
agg2021,18,32,fonti,,,RISORSE DA EE.LL. e ALTRO (33+34),2021,163.0
agg2021,18,33,fonti,,,"RISORSE da altre Fonti (altre operazioni finanziarie, Terzi)",2017,361.0
agg2021,18,33,fonti,,,"RISORSE da altre Fonti (altre operazioni finanziarie, Terzi)",2018,82.0
agg2021,18,33,fonti,,,"RISORSE da altre Fonti (altre operazioni finanziarie, Terzi)",2019,216.0
agg2021,18,33,fonti,,,"RISORSE da altre Fonti (altre operazioni finanziarie, Terzi)",2020,144.0
agg2021,18,33,fonti,,,"RISORSE da altre Fonti (altre operazioni finanziarie, Terzi)",2021,83.0
agg2021,18,34,fonti,,,RISORSE da altre fonti finanziarie AV/AC,2017,189.0
agg2021,18,34,fonti,,,RISORSE da altre fonti finanziarie AV/AC,2018,116.0
agg2021,18,34,fonti,,,RISORSE da altre fonti finanziarie AV/AC,2019,95.0
agg2021,18,34,fonti,,,RISORSE da altre fonti finanziarie AV/AC,2020,110.0
agg2021,18,34,fonti,,,RISORSE da altre fonti finanziarie AV/AC,2021,80.0
agg2021,18,35,fonti,,,TOTALE FONTI CdP-I (8+28+32),2017,3093.0
agg2021,18,35,fonti,,,TOTALE FONTI CdP-I (8+28+32),2018,3047.0
agg2021,18,35,fonti,,,TOTALE FONTI CdP-I (8+28+32),2019,2798.0
agg2021,18,35,fonti,,,TOTALE FONTI CdP-I (8+28+32),2020,5008.0
agg2021,18,35,fonti,,,TOTALE FONTI CdP-I (8+28+32),2021,7103.0
agg2021,18,37,fonti,,,Impieghi per rimborso finanz. attivato con attualizz. contrib. quindicennali: Rete Tradizionale,2017,100.0
agg2021,18,37,fonti,,,Impieghi per rimborso finanz. attivato con attualizz. contrib. quindicennali: Rete Tradizionale,2018,100.0
agg2021,18,37,fonti,,,Impieghi per rimborso finanz. attivato con attualizz. contrib. quindicennali: Rete Tradizionale,2019,100.0
agg2021,18,37,fonti,,,Impieghi per rimborso finanz. attivato con attualizz. contrib. quindicennali: Rete Tradizionale,2020,100.0
agg2021,18,37,fonti,,,Impieghi per rimborso finanz. attivato con attualizz. contrib. quindicennali: Rete Tradizionale,2021,100.0
agg2021,18,38,fonti,,,Impieghi per rimborso finanz. attivato con attualizz. contrib. quindicennali: AV/AC TO-MI-NA,2017,500.0
agg2021,18,38,fonti,,,Impieghi per rimborso finanz. attivato con attualizz. contrib. quindicennali: AV/AC TO-MI-NA,2018,500.0
agg2021,18,38,fonti,,,Impieghi per rimborso finanz. attivato con attualizz. contrib. quindicennali: AV/AC TO-MI-NA,2019,500.0
agg2021,18,38,fonti,,,Impieghi per rimborso finanz. attivato con attualizz. contrib. quindicennali: AV/AC TO-MI-NA,2020,500.0
agg2021,18,38,fonti,,,Impieghi per rimborso finanz. attivato con attualizz. contrib. quindicennali: AV/AC TO-MI-NA,2021,400.0
agg2021,18,39,fonti,7124,,Contributi per la prosecuzione degli interventi relativi alla Rete Tradizionale,2017,100.0
agg2021,18,39,fonti,7124,,Contributi per la prosecuzione degli interventi relativi alla Rete Tradizionale,2018,100.0
agg2021,18,39,fonti,7124,,Contributi per la prosecuzione degli interventi relativi alla Rete Tradizionale,2019,100.0
agg2021,18,39,fonti,7124,,Contributi per la prosecuzione degli interventi relativi alla Rete Tradizionale,2020,100.0
agg2021,18,39,fonti,7124,,Contributi per la prosecuzione degli interventi relativi alla Rete Tradizionale,2021,100.0
agg2021,18,40,fonti,7124,,Contributi per la prosecuzione degli interventi per il Sistema AV/AC TO-MI-NA,2017,500.0
agg2021,18,40,fonti,7124,,Contributi per la prosecuzione degli interventi per il Sistema AV/AC TO-MI-NA,2018,500.0
agg2021,18,40,fonti,7124,,Contributi per la prosecuzione degli interventi per il Sistema AV/AC TO-MI-NA,2019,500.0
agg2021,18,40,fonti,7124,,Contributi per la prosecuzione degli interventi per il Sistema AV/AC TO-MI-NA,2020,500.0
agg2021,18,40,fonti,7124,,Contributi per la prosecuzione degli interventi per il Sistema AV/AC TO-MI-NA,2021,400.0
cdp2022,36,3,impieghi,,,TOTALE TAB. A - SEZIONE 1 - OPERE IN CORSO,2022,3892.0
cdp2022,36,3,impieghi,,,TOTALE TAB. A - SEZIONE 1 - OPERE IN CORSO,2023,4755.0
cdp2022,36,3,impieghi,,,TOTALE TAB. A - SEZIONE 1 - OPERE IN CORSO,2024,6361.0
cdp2022,36,3,impieghi,,,TOTALE TAB. A - SEZIONE 1 - OPERE IN CORSO,2025,7876.0
cdp2022,36,3,impieghi,,,TOTALE TAB. A - SEZIONE 1 - OPERE IN CORSO,2026,8632.0
cdp2022,36,4,impieghi,,,"TOTALE TAB.B: ""LOTTI COSTRUTTIVI"" (QUOTA FINANZIATA)",2022,1051.0
cdp2022,36,4,impieghi,,,"TOTALE TAB.B: ""LOTTI COSTRUTTIVI"" (QUOTA FINANZIATA)",2023,1395.0
cdp2022,36,4,impieghi,,,"TOTALE TAB.B: ""LOTTI COSTRUTTIVI"" (QUOTA FINANZIATA)",2024,1289.0
cdp2022,36,4,impieghi,,,"TOTALE TAB.B: ""LOTTI COSTRUTTIVI"" (QUOTA FINANZIATA)",2025,1074.0
cdp2022,36,4,impieghi,,,"TOTALE TAB.B: ""LOTTI COSTRUTTIVI"" (QUOTA FINANZIATA)",2026,1218.0
cdp2022,36,5,impieghi,,,TOTALE IMPIEGHI CdP-I,2022,4943.0
cdp2022,36,5,impieghi,,,TOTALE IMPIEGHI CdP-I,2023,6150.0
cdp2022,36,5,impieghi,,,TOTALE IMPIEGHI CdP-I,2024,7650.0
cdp2022,36,5,impieghi,,,TOTALE IMPIEGHI CdP-I,2025,8950.0
cdp2022,36,5,impieghi,,,TOTALE IMPIEGHI CdP-I,2026,9850.0
cdp2022,36,6,impieghi,,,SALDO ANTICIPI/(RECUPERI) AI FORNITORI,2022,1661.0
cdp2022,36,6,impieghi,,,SALDO ANTICIPI/(RECUPERI) AI FORNITORI,2023,6904.0
cdp2022,36,6,impieghi,,,SALDO ANTICIPI/(RECUPERI) AI FORNITORI,2024,916.0
cdp2022,36,6,impieghi,,,SALDO ANTICIPI/(RECUPERI) AI FORNITORI,2025,268.0
cdp2022,36,6,impieghi,,,SALDO ANTICIPI/(RECUPERI) AI FORNITORI,2026,
cdp2022,36,7,impieghi,,,TOTALE GENERALE,2022,6604.0
cdp2022,36,7,impieghi,,,TOTALE GENERALE,2023,13054.0
cdp2022,36,7,impieghi,,,TOTALE GENERALE,2024,8566.0
cdp2022,36,7,impieghi,,,TOTALE GENERALE,2025,9218.0
cdp2022,36,7,impieghi,,,TOTALE GENERALE,2026,9850.0
cdp2022,36,8,fonti,,,RISORSE DA STATO (9+15),2022,3688.0
cdp2022,36,8,fonti,,,RISORSE DA STATO (9+15),2023,5362.0
cdp2022,36,8,fonti,,,RISORSE DA STATO (9+15),2024,4056.0
cdp2022,36,8,fonti,,,RISORSE DA STATO (9+15),2025,6063.0
cdp2022,36,8,fonti,,,RISORSE DA STATO (9+15),2026,6205.0
cdp2022,36,9,fonti,,,MEF (10+11+12+13+14+15),2022,3520.0
cdp2022,36,9,fonti,,,MEF (10+11+12+13+14+15),2023,5242.0
cdp2022,36,9,fonti,,,MEF (10+11+12+13+14+15),2024,3851.0
cdp2022,36,9,fonti,,,MEF (10+11+12+13+14+15),2025,6005.0
cdp2022,36,9,fonti,,,MEF (10+11+12+13+14+15),2026,6175.0
cdp2022,36,10,fonti,7122,,Contributi in conto impianti per lo sviluppo e l'ammodernamento delle infrastrutture ferroviarie,2022,3150.0
cdp2022,36,10,fonti,7122,,Contributi in conto impianti per lo sviluppo e l'ammodernamento delle infrastrutture ferroviarie,2023,3828.0
cdp2022,36,10,fonti,7122,,Contributi in conto impianti per lo sviluppo e l'ammodernamento delle infrastrutture ferroviarie,2024,2036.0
cdp2022,36,10,fonti,7122,,Contributi in conto impianti per lo sviluppo e l'ammodernamento delle infrastrutture ferroviarie,2025,4430.0
cdp2022,36,10,fonti,7122,,Contributi in conto impianti per lo sviluppo e l'ammodernamento delle infrastrutture ferroviarie,2026,5157.0
cdp2022,36,10-1,fonti,,PG1,Contributi per lo sviluppo e l'ammodernamento delle infrastrutture ferroviarie,2022,430.0
cdp2022,36,10-1,fonti,,PG1,Contributi per lo sviluppo e l'ammodernamento delle infrastrutture ferroviarie,2023,40.0
cdp2022,36,10-1,fonti,,PG1,Contributi per lo sviluppo e l'ammodernamento delle infrastrutture ferroviarie,2024,131.0
cdp2022,36,10-1,fonti,,PG1,Contributi per lo sviluppo e l'ammodernamento delle infrastrutture ferroviarie,2025,
cdp2022,36,10-1,fonti,,PG1,Contributi per lo sviluppo e l'ammodernamento delle infrastrutture ferroviarie,2026,
cdp2022,36,10-2,fonti,,PG2,"Fondo Opere: rifinaziamento art.1 comma 84, LF 266/05",2022,1363.0
cdp2022,36,10-2,fonti,,PG2,"Fondo Opere: rifinaziamento art.1 comma 84, LF 266/05",2023,2262.0
cdp2022,36,10-2,fonti,,PG2,"Fondo Opere: rifinaziamento art.1 comma 84, LF 266/05",2024,257.0
cdp2022,36,10-2,fonti,,PG2,"Fondo Opere: rifinaziamento art.1 comma 84, LF 266/05",2025,2135.0
cdp2022,36,10-2,fonti,,PG2,"Fondo Opere: rifinaziamento art.1 comma 84, LF 266/05",2026,1598.0
cdp2022,36,10-3,fonti,,PG4,Infrastruttura nazionale ferroviaria (Dl 43/2013),2022,120.0
cdp2022,36,10-3,fonti,,PG4,Infrastruttura nazionale ferroviaria (Dl 43/2013),2023,120.0
cdp2022,36,10-3,fonti,,PG4,Infrastruttura nazionale ferroviaria (Dl 43/2013),2024,120.0
cdp2022,36,10-3,fonti,,PG4,Infrastruttura nazionale ferroviaria (Dl 43/2013),2025,
cdp2022,36,10-3,fonti,,PG4,Infrastruttura nazionale ferroviaria (Dl 43/2013),2026,
cdp2022,36,10-4,fonti,,PG6,Tratta Cancello - Frasso Telesino,2022,
cdp2022,36,10-4,fonti,,PG6,Tratta Cancello - Frasso Telesino,2023,40.0
cdp2022,36,10-4,fonti,,PG6,Tratta Cancello - Frasso Telesino,2024,
cdp2022,36,10-4,fonti,,PG6,Tratta Cancello - Frasso Telesino,2025,
cdp2022,36,10-4,fonti,,PG6,Tratta Cancello - Frasso Telesino,2026,
cdp2022,36,10-5,fonti,,PG7,"Brescia-Verona-Padova, Napoli-Bari",2022,310.0
cdp2022,36,10-5,fonti,,PG7,"Brescia-Verona-Padova, Napoli-Bari",2023,520.0
cdp2022,36,10-5,fonti,,PG7,"Brescia-Verona-Padova, Napoli-Bari",2024,570.0
cdp2022,36,10-5,fonti,,PG7,"Brescia-Verona-Padova, Napoli-Bari",2025,520.0
cdp2022,36,10-5,fonti,,PG7,"Brescia-Verona-Padova, Napoli-Bari",2026,470.0
cdp2022,36,10-6,fonti,,PG8,Adeguamento tracciato e velocizzazione asse ferroviario adriatico Bologna-Lecce,2022,
cdp2022,36,10-6,fonti,,PG8,Adeguamento tracciato e velocizzazione asse ferroviario adriatico Bologna-Lecce,2023,5.0
cdp2022,36,10-6,fonti,,PG8,Adeguamento tracciato e velocizzazione asse ferroviario adriatico Bologna-Lecce,2024,
cdp2022,36,10-6,fonti,,PG8,Adeguamento tracciato e velocizzazione asse ferroviario adriatico Bologna-Lecce,2025,
cdp2022,36,10-6,fonti,,PG8,Adeguamento tracciato e velocizzazione asse ferroviario adriatico Bologna-Lecce,2026,
cdp2022,36,10-7,fonti,,PG9,"Contributi in conto impianti da corrispondere a FS SpA per la nuova linea ferroviaria ""Ferrandina - Matera La Martella""",2022,142.0
cdp2022,36,10-7,fonti,,PG9,"Contributi in conto impianti da corrispondere a FS SpA per la nuova linea ferroviaria ""Ferrandina - Matera La Martella""",2023,68.0
cdp2022,36,10-7,fonti,,PG9,"Contributi in conto impianti da corrispondere a FS SpA per la nuova linea ferroviaria ""Ferrandina - Matera La Martella""",2024,
cdp2022,36,10-7,fonti,,PG9,"Contributi in conto impianti da corrispondere a FS SpA per la nuova linea ferroviaria ""Ferrandina - Matera La Martella""",2025,
cdp2022,36,10-7,fonti,,PG9,"Contributi in conto impianti da corrispondere a FS SpA per la nuova linea ferroviaria ""Ferrandina - Matera La Martella""",2026,
cdp2022,36,10-8,fonti,,PG10,Fondo ex art.1 comma 1072 della Legge di Bilancio 2018 (DPCM 2018),2022,
cdp2022,36,10-8,fonti,,PG10,Fondo ex art.1 comma 1072 della Legge di Bilancio 2018 (DPCM 2018),2023,
cdp2022,36,10-8,fonti,,PG10,Fondo ex art.1 comma 1072 della Legge di Bilancio 2018 (DPCM 2018),2024,
cdp2022,36,10-8,fonti,,PG10,Fondo ex art.1 comma 1072 della Legge di Bilancio 2018 (DPCM 2018),2025,190.0
cdp2022,36,10-8,fonti,,PG10,Fondo ex art.1 comma 1072 della Legge di Bilancio 2018 (DPCM 2018),2026,320.0
cdp2022,36,10-9,fonti,,PG11,Fondo ex art.1 commi 95-98 della Legge di Bilancio 2019,2022,539.0
cdp2022,36,10-9,fonti,,PG11,Fondo ex art.1 commi 95-98 della Legge di Bilancio 2019,2023,537.0
cdp2022,36,10-9,fonti,,PG11,Fondo ex art.1 commi 95-98 della Legge di Bilancio 2019,2024,544.0
cdp2022,36,10-9,fonti,,PG11,Fondo ex art.1 commi 95-98 della Legge di Bilancio 2019,2025,551.0
cdp2022,36,10-9,fonti,,PG11,Fondo ex art.1 commi 95-98 della Legge di Bilancio 2019,2026,530.0
cdp2022,36,10-10,fonti,,PG12,Fondo ex art.1 commi 14 della Legge di Bilancio 2020,2022,16.0
cdp2022,36,10-10,fonti,,PG12,Fondo ex art.1 commi 14 della Legge di Bilancio 2020,2023,6.0
cdp2022,36,10-10,fonti,,PG12,Fondo ex art.1 commi 14 della Legge di Bilancio 2020,2024,14.0
cdp2022,36,10-10,fonti,,PG12,Fondo ex art.1 commi 14 della Legge di Bilancio 2020,2025,94.0
cdp2022,36,10-10,fonti,,PG12,Fondo ex art.1 commi 14 della Legge di Bilancio 2020,2026,189.0
cdp2022,36,10-11,fonti,,PG13,AV Salerno-Reggio Calabria,2022,140.0
cdp2022,36,10-11,fonti,,PG13,AV Salerno-Reggio Calabria,2023,200.0
cdp2022,36,10-11,fonti,,PG13,AV Salerno-Reggio Calabria,2024,250.0
cdp2022,36,10-11,fonti,,PG13,AV Salerno-Reggio Calabria,2025,740.0
cdp2022,36,10-11,fonti,,PG13,AV Salerno-Reggio Calabria,2026,1800.0
