documento,pagina,riga,sezione,capitolo,piano_gestionale,voce,anno,importo_mln
cdp2022,36,10-12,fonti,,PG14,Legge 106 del 23/7/2021 (sisma cratere),2022,40.0
cdp2022,36,10-12,fonti,,PG14,Legge 106 del 23/7/2021 (sisma cratere),2023,
cdp2022,36,10-12,fonti,,PG14,Legge 106 del 23/7/2021 (sisma cratere),2024,
cdp2022,36,10-12,fonti,,PG14,Legge 106 del 23/7/2021 (sisma cratere),2025,
cdp2022,36,10-12,fonti,,PG14,Legge 106 del 23/7/2021 (sisma cratere),2026,
cdp2022,36,10-13,fonti,,PG15,AV Linea Adriatica (art.1 comma 394 LB 2022),2022,50.0
cdp2022,36,10-13,fonti,,PG15,AV Linea Adriatica (art.1 comma 394 LB 2022),2023,30.0
cdp2022,36,10-13,fonti,,PG15,AV Linea Adriatica (art.1 comma 394 LB 2022),2024,150.0
cdp2022,36,10-13,fonti,,PG15,AV Linea Adriatica (art.1 comma 394 LB 2022),2025,200.0
cdp2022,36,10-13,fonti,,PG15,AV Linea Adriatica (art.1 comma 394 LB 2022),2026,250.0
cdp2022,36,11,fonti,7493,,Riduzione tasso cofinanziamento nazionale,2022,127.0
cdp2022,36,11,fonti,7493,,Riduzione tasso cofinanziamento nazionale,2023,319.0
cdp2022,36,11,fonti,7493,,Riduzione tasso cofinanziamento nazionale,2024,243.0
cdp2022,36,11,fonti,7493,,Riduzione tasso cofinanziamento nazionale,2025,242.0
cdp2022,36,11,fonti,7493,,Riduzione tasso cofinanziamento nazionale,2026,218.0
cdp2022,36,12,fonti,8000,,Fondo Sviluppo e Coesione,2022,47.0
cdp2022,36,12,fonti,8000,,Fondo Sviluppo e Coesione,2023,192.0
cdp2022,36,12,fonti,8000,,Fondo Sviluppo e Coesione,2024,153.0
cdp2022,36,12,fonti,8000,,Fondo Sviluppo e Coesione,2025,87.0
cdp2022,36,12,fonti,8000,,Fondo Sviluppo e Coesione,2026,87.0
cdp2022,36,13,fonti,8000,,Fondo Sviluppo e Coesione 2014-2020,2022,193.0
cdp2022,36,13,fonti,8000,,Fondo Sviluppo e Coesione 2014-2020,2023,726.0
cdp2022,36,13,fonti,8000,,Fondo Sviluppo e Coesione 2014-2020,2024,1239.0
cdp2022,36,13,fonti,8000,,Fondo Sviluppo e Coesione 2014-2020,2025,1083.0
cdp2022,36,13,fonti,8000,,Fondo Sviluppo e Coesione 2014-2020,2026,549.0
cdp2022,36,14,fonti,8000,,Fondo Sviluppo e Coesione 2021-2027,2022,
cdp2022,36,14,fonti,8000,,Fondo Sviluppo e Coesione 2021-2027,2023,163.0
cdp2022,36,14,fonti,8000,,Fondo Sviluppo e Coesione 2021-2027,2024,163.0
cdp2022,36,14,fonti,8000,,Fondo Sviluppo e Coesione 2021-2027,2025,163.0
cdp2022,36,14,fonti,8000,,Fondo Sviluppo e Coesione 2021-2027,2026,163.0
cdp2022,36,15,fonti,8008,,DL 59/2021 - Fondo complementare PNRR per interventi nelle aree del terremoto del 2009 e 2016,2022,3.0
cdp2022,36,15,fonti,8008,,DL 59/2021 - Fondo complementare PNRR per interventi nelle aree del terremoto del 2009 e 2016,2023,
cdp2022,36,15,fonti,8008,,DL 59/2021 - Fondo complementare PNRR per interventi nelle aree del terremoto del 2009 e 2016,2024,16.0
cdp2022,36,15,fonti,8008,,DL 59/2021 - Fondo complementare PNRR per interventi nelle aree del terremoto del 2009 e 2016,2025,
cdp2022,36,15,fonti,8008,,DL 59/2021 - Fondo complementare PNRR per interventi nelle aree del terremoto del 2009 e 2016,2026,
cdp2022,36,16,fonti,,,"MIT, MIC (17+18+19+20+21+22+23+24+25+26+27+28+29)",2022,168.0
cdp2022,36,16,fonti,,,"MIT, MIC (17+18+19+20+21+22+23+24+25+26+27+28+29)",2023,120.0
cdp2022,36,16,fonti,,,"MIT, MIC (17+18+19+20+21+22+23+24+25+26+27+28+29)",2024,206.0
cdp2022,36,16,fonti,,,"MIT, MIC (17+18+19+20+21+22+23+24+25+26+27+28+29)",2025,58.0
cdp2022,36,16,fonti,,,"MIT, MIC (17+18+19+20+21+22+23+24+25+26+27+28+29)",2026,30.0
cdp2022,36,19,fonti,7518,,Fondo infrastrutture ferroviarie e stradali - Linea AV/AC 3^ Valico dei Giovi,2022,
cdp2022,36,19,fonti,7518,,Fondo infrastrutture ferroviarie e stradali - Linea AV/AC 3^ Valico dei Giovi,2023,
cdp2022,36,19,fonti,7518,,Fondo infrastrutture ferroviarie e stradali - Linea AV/AC 3^ Valico dei Giovi,2024,8.0
cdp2022,36,19,fonti,7518,,Fondo infrastrutture ferroviarie e stradali - Linea AV/AC 3^ Valico dei Giovi,2025,
cdp2022,36,19,fonti,7518,,Fondo infrastrutture ferroviarie e stradali - Linea AV/AC 3^ Valico dei Giovi,2026,
cdp2022,36,20,fonti,7528,,Decreto Legge 133/2014 - Sblocca Italia: Tunnel di Base del Brennero,2022,70.0
cdp2022,36,20,fonti,7528,,Decreto Legge 133/2014 - Sblocca Italia: Tunnel di Base del Brennero,2023,10.0
cdp2022,36,20,fonti,7528,,Decreto Legge 133/2014 - Sblocca Italia: Tunnel di Base del Brennero,2024,62.0
cdp2022,36,20,fonti,7528,,Decreto Legge 133/2014 - Sblocca Italia: Tunnel di Base del Brennero,2025,
cdp2022,36,20,fonti,7528,,Decreto Legge 133/2014 - Sblocca Italia: Tunnel di Base del Brennero,2026,
cdp2022,36,21,fonti,7549,,Decreto Legge 133/2014 - Sblocca Italia: Soppr. Passaggi a livello,2022,3.0
cdp2022,36,21,fonti,7549,,Decreto Legge 133/2014 - Sblocca Italia: Soppr. Passaggi a livello,2023,
cdp2022,36,21,fonti,7549,,Decreto Legge 133/2014 - Sblocca Italia: Soppr. Passaggi a livello,2024,
cdp2022,36,21,fonti,7549,,Decreto Legge 133/2014 - Sblocca Italia: Soppr. Passaggi a livello,2025,
cdp2022,36,21,fonti,7549,,Decreto Legge 133/2014 - Sblocca Italia: Soppr. Passaggi a livello,2026,
cdp2022,36,24,fonti,7564,,Decreto Legge 133/2014 - Sblocca Italia: Pistoia - Lucca Viareggio,2022,
cdp2022,36,24,fonti,7564,,Decreto Legge 133/2014 - Sblocca Italia: Pistoia - Lucca Viareggio,2023,10.0
cdp2022,36,24,fonti,7564,,Decreto Legge 133/2014 - Sblocca Italia: Pistoia - Lucca Viareggio,2024,18.0
cdp2022,36,24,fonti,7564,,Decreto Legge 133/2014 - Sblocca Italia: Pistoia - Lucca Viareggio,2025,
cdp2022,36,24,fonti,7564,,Decreto Legge 133/2014 - Sblocca Italia: Pistoia - Lucca Viareggio,2026,
cdp2022,36,25,fonti,7505,,,2022,10.0
cdp2022,36,25,fonti,7505,,,2023,30.0
cdp2022,36,25,fonti,7505,,,2024,30.0
cdp2022,36,25,fonti,7505,,,2025,
cdp2022,36,25,fonti,7505,,,2026,
cdp2022,36,26,fonti,7506,,,2022,35.0
cdp2022,36,26,fonti,7506,,,2023,30.0
cdp2022,36,26,fonti,7506,,,2024,20.0
cdp2022,36,26,fonti,7506,,,2025,
cdp2022,36,26,fonti,7506,,,2026,
cdp2022,36,27,fonti,8130,,,2022,30.0
cdp2022,36,27,fonti,8130,,,2023,30.0
cdp2022,36,27,fonti,8130,,,2024,38.0
cdp2022,36,27,fonti,8130,,,2025,38.0
cdp2022,36,27,fonti,8130,,,2026,30.0
cdp2022,36,28,fonti,7561,,Somme da destinare all'intervento Olimpiadi Invernali 2026 - interventi sulle infrastrutture ferroviarie,2022,20.0
cdp2022,36,28,fonti,7561,,Somme da destinare all'intervento Olimpiadi Invernali 2026 - interventi sulle infrastrutture ferroviarie,2023,10.0
cdp2022,36,28,fonti,7561,,Somme da destinare all'intervento Olimpiadi Invernali 2026 - interventi sulle infrastrutture ferroviarie,2024,30.0
cdp2022,36,28,fonti,7561,,Somme da destinare all'intervento Olimpiadi Invernali 2026 - interventi sulle infrastrutture ferroviarie,2025,20.0
cdp2022,36,28,fonti,7561,,Somme da destinare all'intervento Olimpiadi Invernali 2026 - interventi sulle infrastrutture ferroviarie,2026,
cdp2022,36,29,fonti,,,RISORSE UE (30+31+32+33+34),2022,3401.0
cdp2022,36,29,fonti,,,RISORSE UE (30+31+32+33+34),2023,4279.0
cdp2022,36,29,fonti,,,RISORSE UE (30+31+32+33+34),2024,3101.0
cdp2022,36,29,fonti,,,RISORSE UE (30+31+32+33+34),2025,2718.0
cdp2022,36,29,fonti,,,RISORSE UE (30+31+32+33+34),2026,3154.0
cdp2022,36,30,fonti,,,RISORSE PON- FESR,2022,249.0
cdp2022,36,30,fonti,,,RISORSE PON- FESR,2023,232.0
cdp2022,36,30,fonti,,,RISORSE PON- FESR,2024,214.0
cdp2022,36,30,fonti,,,RISORSE PON- FESR,2025,150.0
cdp2022,36,30,fonti,,,RISORSE PON- FESR,2026,100.0
cdp2022,36,31,fonti,,,RISORSE TEN-T (subordinati al reperimento della corrispondente quota nazionale),2022,100.0
cdp2022,36,31,fonti,,,RISORSE TEN-T (subordinati al reperimento della corrispondente quota nazionale),2023,142.0
cdp2022,36,31,fonti,,,RISORSE TEN-T (subordinati al reperimento della corrispondente quota nazionale),2024,142.0
cdp2022,36,31,fonti,,,RISORSE TEN-T (subordinati al reperimento della corrispondente quota nazionale),2025,117.0
cdp2022,36,31,fonti,,,RISORSE TEN-T (subordinati al reperimento della corrispondente quota nazionale),2026,68.0
cdp2022,36,32,fonti,,,RISORSE PNRR - M3C1,2022,1652.0
cdp2022,36,32,fonti,,,RISORSE PNRR - M3C1,2023,3533.0
cdp2022,36,32,fonti,,,RISORSE PNRR - M3C1,2024,2308.0
cdp2022,36,32,fonti,,,RISORSE PNRR - M3C1,2025,2249.0
cdp2022,36,32,fonti,,,RISORSE PNRR - M3C1,2026,2909.0
cdp2022,36,33,fonti,,,RISORSE PNRR - M3C1 GAP FINANZIARIO SU PROGETTI IN ESSERE,2022,1396.0
cdp2022,36,33,fonti,,,RISORSE PNRR - M3C1 GAP FINANZIARIO SU PROGETTI IN ESSERE,2023,357.0
cdp2022,36,33,fonti,,,RISORSE PNRR - M3C1 GAP FINANZIARIO SU PROGETTI IN ESSERE,2024,415.0
cdp2022,36,33,fonti,,,RISORSE PNRR - M3C1 GAP FINANZIARIO SU PROGETTI IN ESSERE,2025,175.0
cdp2022,36,33,fonti,,,RISORSE PNRR - M3C1 GAP FINANZIARIO SU PROGETTI IN ESSERE,2026,49.0
cdp2022,36,34,fonti,,,RISORSE PNRR - M3C2 - ZES,2022,4.0
cdp2022,36,34,fonti,,,RISORSE PNRR - M3C2 - ZES,2023,15.0
cdp2022,36,34,fonti,,,RISORSE PNRR - M3C2 - ZES,2024,22.0
cdp2022,36,34,fonti,,,RISORSE PNRR - M3C2 - ZES,2025,26.0
cdp2022,36,34,fonti,,,RISORSE PNRR - M3C2 - ZES,2026,28.0
cdp2022,36,35,fonti,,,RISORSE DA EE.LL. e ALTRO (36+37),2022,371.0
cdp2022,36,35,fonti,,,RISORSE DA EE.LL. e ALTRO (36+37),2023,178.0
cdp2022,36,35,fonti,,,RISORSE DA EE.LL. e ALTRO (36+37),2024,197.0
cdp2022,36,35,fonti,,,RISORSE DA EE.LL. e ALTRO (36+37),2025,225.0
cdp2022,36,35,fonti,,,RISORSE DA EE.LL. e ALTRO (36+37),2026,238.0
cdp2022,36,36,fonti,,,"RISORSE da altre Fonti (altre operazioni finanziarie, Terzi)",2022,96.0
cdp2022,36,36,fonti,,,"RISORSE da altre Fonti (altre operazioni finanziarie, Terzi)",2023,96.0
cdp2022,36,36,fonti,,,"RISORSE da altre Fonti (altre operazioni finanziarie, Terzi)",2024,96.0
cdp2022,36,36,fonti,,,"RISORSE da altre Fonti (altre operazioni finanziarie, Terzi)",2025,96.0
cdp2022,36,36,fonti,,,"RISORSE da altre Fonti (altre operazioni finanziarie, Terzi)",2026,96.0
cdp2022,36,37,fonti,,,RISORSE da altre fonti finanziarie AV/AC,2022,275.0
cdp2022,36,37,fonti,,,RISORSE da altre fonti finanziarie AV/AC,2023,82.0
cdp2022,36,37,fonti,,,RISORSE da altre fonti finanziarie AV/AC,2024,101.0
cdp2022,36,37,fonti,,,RISORSE da altre fonti finanziarie AV/AC,2025,129.0
cdp2022,36,37,fonti,,,RISORSE da altre fonti finanziarie AV/AC,2026,142.0
cdp2022,36,38,fonti,,,TOTALE FONTI CdP-I (8+29+35),2022,7460.0
cdp2022,36,38,fonti,,,TOTALE FONTI CdP-I (8+29+35),2023,9819.0
cdp2022,36,38,fonti,,,TOTALE FONTI CdP-I (8+29+35),2024,7354.0
cdp2022,36,38,fonti,,,TOTALE FONTI CdP-I (8+29+35),2025,9006.0
cdp2022,36,38,fonti,,,TOTALE FONTI CdP-I (8+29+35),2026,9596.0
agg2024,32,1,impieghi,,,RETE CONVENZIONALE/ALTA CAPACITA',2022,3285.0
agg2024,32,1,impieghi,,,RETE CONVENZIONALE/ALTA CAPACITA',2023,3868.0
agg2024,32,1,impieghi,,,RETE CONVENZIONALE/ALTA CAPACITA',2024,5395.0
agg2024,32,1,impieghi,,,RETE CONVENZIONALE/ALTA CAPACITA',2025,8687.0
agg2024,32,1,impieghi,,,RETE CONVENZIONALE/ALTA CAPACITA',2026,9191.0
agg2024,32,2,impieghi,,,RETE AV/AC TO-MI-NA,2022,98.0
agg2024,32,2,impieghi,,,RETE AV/AC TO-MI-NA,2023,70.0
agg2024,32,2,impieghi,,,RETE AV/AC TO-MI-NA,2024,134.0
agg2024,32,2,impieghi,,,RETE AV/AC TO-MI-NA,2025,81.0
agg2024,32,2,impieghi,,,RETE AV/AC TO-MI-NA,2026,321.0
agg2024,32,3,impieghi,,,TOTALE TAB. A - SEZIONE 1 - OPERE IN CORSO,2022,3383.0
agg2024,32,3,impieghi,,,TOTALE TAB. A - SEZIONE 1 - OPERE IN CORSO,2023,3938.0
agg2024,32,3,impieghi,,,TOTALE TAB. A - SEZIONE 1 - OPERE IN CORSO,2024,5529.0
agg2024,32,3,impieghi,,,TOTALE TAB. A - SEZIONE 1 - OPERE IN CORSO,2025,8968.0
agg2024,32,3,impieghi,,,TOTALE TAB. A - SEZIONE 1 - OPERE IN CORSO,2026,9512.0
agg2024,32,4,impieghi,,,"TOTALE TAB.B: ""LOTTI COSTRUTTIVI"" (QUOTA FINANZIATA)",2022,1219.0
agg2024,32,4,impieghi,,,"TOTALE TAB.B: ""LOTTI COSTRUTTIVI"" (QUOTA FINANZIATA)",2023,1510.0
agg2024,32,4,impieghi,,,"TOTALE TAB.B: ""LOTTI COSTRUTTIVI"" (QUOTA FINANZIATA)",2024,1677.0
agg2024,32,4,impieghi,,,"TOTALE TAB.B: ""LOTTI COSTRUTTIVI"" (QUOTA FINANZIATA)",2025,1415.0
agg2024,32,4,impieghi,,,"TOTALE TAB.B: ""LOTTI COSTRUTTIVI"" (QUOTA FINANZIATA)",2026,1129.0
agg2024,32,5,impieghi,,,TOTALE IMPIEGHI CdP-I,2022,4602.0
agg2024,32,5,impieghi,,,TOTALE IMPIEGHI CdP-I,2023,5448.0
agg2024,32,5,impieghi,,,TOTALE IMPIEGHI CdP-I,2024,7206.0
agg2024,32,5,impieghi,,,TOTALE IMPIEGHI CdP-I,2025,10383.0
agg2024,32,5,impieghi,,,TOTALE IMPIEGHI CdP-I,2026,10641.0
agg2024,32,6,impieghi,,,(*) SALDO ANTICIPI/RECUPERI AI FORNITORI,2022,101.0
agg2024,32,6,impieghi,,,(*) SALDO ANTICIPI/RECUPERI AI FORNITORI,2023,2666.0
agg2024,32,6,impieghi,,,(*) SALDO ANTICIPI/RECUPERI AI FORNITORI,2024,557.0
agg2024,32,6,impieghi,,,(*) SALDO ANTICIPI/RECUPERI AI FORNITORI,2025,-748.0
agg2024,32,6,impieghi,,,(*) SALDO ANTICIPI/RECUPERI AI FORNITORI,2026,
agg2024,32,7,impieghi,,,TOTALE GENERALE,2022,4703.0
agg2024,32,7,impieghi,,,TOTALE GENERALE,2023,8114.0
agg2024,32,7,impieghi,,,TOTALE GENERALE,2024,7763.0
agg2024,32,7,impieghi,,,TOTALE GENERALE,2025,9635.0
agg2024,32,7,impieghi,,,TOTALE GENERALE,2026,10641.0
agg2024,32,8,fonti,,,RISORSE DA STATO (9+15),2022,4833.0
agg2024,32,8,fonti,,,RISORSE DA STATO (9+15),2023,3295.0
agg2024,32,8,fonti,,,RISORSE DA STATO (9+15),2024,3497.0
agg2024,32,8,fonti,,,RISORSE DA STATO (9+15),2025,6718.0
agg2024,32,8,fonti,,,RISORSE DA STATO (9+15),2026,6152.0
agg2024,32,9,fonti,,,MEF (10+11+12+13+14),2022,4748.0
agg2024,32,9,fonti,,,MEF (10+11+12+13+14),2023,2965.0
agg2024,32,9,fonti,,,MEF (10+11+12+13+14),2024,3348.0
agg2024,32,9,fonti,,,MEF (10+11+12+13+14),2025,5129.0
agg2024,32,9,fonti,,,MEF (10+11+12+13+14),2026,3940.0
agg2024,32,10,fonti,7122,,Contributi in conto impianti per lo sviluppo e l'ammodernamento delle infrastrutture ferroviarie,2022,4360.0
agg2024,32,10,fonti,7122,,Contributi in conto impianti per lo sviluppo e l'ammodernamento delle infrastrutture ferroviarie,2023,2761.0
agg2024,32,10,fonti,7122,,Contributi in conto impianti per lo sviluppo e l'ammodernamento delle infrastrutture ferroviarie,2024,3084.0
agg2024,32,10,fonti,7122,,Contributi in conto impianti per lo sviluppo e l'ammodernamento delle infrastrutture ferroviarie,2025,4280.0
agg2024,32,10,fonti,7122,,Contributi in conto impianti per lo sviluppo e l'ammodernamento delle infrastrutture ferroviarie,2026,2412.0
agg2024,32,10-1,fonti,,PG1,Contributi per lo sviluppo e l'ammodernamento delle infrastrutture ferroviarie,2022,35.0
agg2024,32,10-1,fonti,,PG1,Contributi per lo sviluppo e l'ammodernamento delle infrastrutture ferroviarie,2023,128.0
agg2024,32,10-1,fonti,,PG1,Contributi per lo sviluppo e l'ammodernamento delle infrastrutture ferroviarie,2024,450.0
agg2024,32,10-1,fonti,,PG1,Contributi per lo sviluppo e l'ammodernamento delle infrastrutture ferroviarie,2025,
agg2024,32,10-1,fonti,,PG1,Contributi per lo sviluppo e l'ammodernamento delle infrastrutture ferroviarie,2026,
agg2024,32,10-2,fonti,,PG2,"Fondo Opere: rifinaziamento art.1 comma 84, LF 266/05",2022,2775.0
agg2024,32,10-2,fonti,,PG2,"Fondo Opere: rifinaziamento art.1 comma 84, LF 266/05",2023,1422.0
agg2024,32,10-2,fonti,,PG2,"Fondo Opere: rifinaziamento art.1 comma 84, LF 266/05",2024,207.0
agg2024,32,10-2,fonti,,PG2,"Fondo Opere: rifinaziamento art.1 comma 84, LF 266/05",2025,1985.0
agg2024,32,10-2,fonti,,PG2,"Fondo Opere: rifinaziamento art.1 comma 84, LF 266/05",2026,1648.0
agg2024,32,10-3,fonti,,PG4,Infrastruttura nazionale ferroviaria (Dl 43/2013),2022,120.0
agg2024,32,10-3,fonti,,PG4,Infrastruttura nazionale ferroviaria (Dl 43/2013),2023,83.0
agg2024,32,10-3,fonti,,PG4,Infrastruttura nazionale ferroviaria (Dl 43/2013),2024,120.0
agg2024,32,10-3,fonti,,PG4,Infrastruttura nazionale ferroviaria (Dl 43/2013),2025,
agg2024,32,10-3,fonti,,PG4,Infrastruttura nazionale ferroviaria (Dl 43/2013),2026,
agg2024,32,10-4,fonti,,PG6,Tratta Cancello - Frasso Telesino,2022,
agg2024,32,10-4,fonti,,PG6,Tratta Cancello - Frasso Telesino,2023,40.0
agg2024,32,10-4,fonti,,PG6,Tratta Cancello - Frasso Telesino,2024,
agg2024,32,10-4,fonti,,PG6,Tratta Cancello - Frasso Telesino,2025,
agg2024,32,10-4,fonti,,PG6,Tratta Cancello - Frasso Telesino,2026,
agg2024,32,10-5,fonti,,PG7,"Brescia-Verona-Padova, Napoli-Bari",2022,375.0
agg2024,32,10-5,fonti,,PG7,"Brescia-Verona-Padova, Napoli-Bari",2023,435.0
agg2024,32,10-5,fonti,,PG7,"Brescia-Verona-Padova, Napoli-Bari",2024,620.0
agg2024,32,10-5,fonti,,PG7,"Brescia-Verona-Padova, Napoli-Bari",2025,470.0
agg2024,32,10-5,fonti,,PG7,"Brescia-Verona-Padova, Napoli-Bari",2026,470.0
agg2024,32,10-6,fonti,,PG8,Adeguamento tracciato e velocizzazione asse ferroviario adriatico Bologna-Lecce,2022,
agg2024,32,10-6,fonti,,PG8,Adeguamento tracciato e velocizzazione asse ferroviario adriatico Bologna-Lecce,2023,5.0
agg2024,32,10-6,fonti,,PG8,Adeguamento tracciato e velocizzazione asse ferroviario adriatico Bologna-Lecce,2024,
agg2024,32,10-6,fonti,,PG8,Adeguamento tracciato e velocizzazione asse ferroviario adriatico Bologna-Lecce,2025,
agg2024,32,10-6,fonti,,PG8,Adeguamento tracciato e velocizzazione asse ferroviario adriatico Bologna-Lecce,2026,
agg2024,32,10-7,fonti,,PG9,"Contributi in conto impianti da corrispondere a FS SpA per la nuova linea ferroviaria ""Ferrandina - Matera La",2022,
agg2024,32,10-7,fonti,,PG9,"Contributi in conto impianti da corrispondere a FS SpA per la nuova linea ferroviaria ""Ferrandina - Matera La",2023,60.0
agg2024,32,10-7,fonti,,PG9,"Contributi in conto impianti da corrispondere a FS SpA per la nuova linea ferroviaria ""Ferrandina - Matera La",2024,100.0
agg2024,32,10-7,fonti,,PG9,"Contributi in conto impianti da corrispondere a FS SpA per la nuova linea ferroviaria ""Ferrandina - Matera La",2025,
agg2024,32,10-7,fonti,,PG9,"Contributi in conto impianti da corrispondere a FS SpA per la nuova linea ferroviaria ""Ferrandina - Matera La",2026,
agg2024,32,10-8,fonti,,PG10,Fondo ex art.1 comma 1072 della Legge di Bilancio 2018 (DPCM 2018),2022,
agg2024,32,10-8,fonti,,PG10,Fondo ex art.1 comma 1072 della Legge di Bilancio 2018 (DPCM 2018),2023,
agg2024,32,10-8,fonti,,PG10,Fondo ex art.1 comma 1072 della Legge di Bilancio 2018 (DPCM 2018),2024,
agg2024,32,10-8,fonti,,PG10,Fondo ex art.1 comma 1072 della Legge di Bilancio 2018 (DPCM 2018),2025,540.0
agg2024,32,10-8,fonti,,PG10,Fondo ex art.1 comma 1072 della Legge di Bilancio 2018 (DPCM 2018),2026,
agg2024,32,10-9,fonti,,PG11,Fondo ex art.1 commi 95-98 della Legge di Bilancio 2019,2022,1039.0
agg2024,32,10-9,fonti,,PG11,Fondo ex art.1 commi 95-98 della Legge di Bilancio 2019,2023,537.0
agg2024,32,10-9,fonti,,PG11,Fondo ex art.1 commi 95-98 della Legge di Bilancio 2019,2024,543.0
agg2024,32,10-9,fonti,,PG11,Fondo ex art.1 commi 95-98 della Legge di Bilancio 2019,2025,551.0
agg2024,32,10-9,fonti,,PG11,Fondo ex art.1 commi 95-98 della Legge di Bilancio 2019,2026,
agg2024,32,10-10,fonti,,PG12,Fondo ex art.1 commi 14 della Legge di Bilancio 2020,2022,16.0
agg2024,32,10-10,fonti,,PG12,Fondo ex art.1 commi 14 della Legge di Bilancio 2020,2023,6.0
agg2024,32,10-10,fonti,,PG12,Fondo ex art.1 commi 14 della Legge di Bilancio 2020,2024,314.0
agg2024,32,10-10,fonti,,PG12,Fondo ex art.1 commi 14 della Legge di Bilancio 2020,2025,94.0
agg2024,32,10-10,fonti,,PG12,Fondo ex art.1 commi 14 della Legge di Bilancio 2020,2026,
agg2024,32,10-11,fonti,,PG13,AV SALERNO-REGGIO CALABRIA,2022,
agg2024,32,10-11,fonti,,PG13,AV SALERNO-REGGIO CALABRIA,2023,44.0
agg2024,32,10-11,fonti,,PG13,AV SALERNO-REGGIO CALABRIA,2024,650.0
agg2024,32,10-11,fonti,,PG13,AV SALERNO-REGGIO CALABRIA,2025,640.0
agg2024,32,10-11,fonti,,PG13,AV SALERNO-REGGIO CALABRIA,2026,39.0
agg2024,32,10-13,fonti,,PG15,AV LINEA ADRIATICA,2022,
agg2024,32,10-13,fonti,,PG15,AV LINEA ADRIATICA,2023,
agg2024,32,10-13,fonti,,PG15,AV LINEA ADRIATICA,2024,80.0
agg2024,32,10-13,fonti,,PG15,AV LINEA ADRIATICA,2025,
agg2024,32,10-13,fonti,,PG15,AV LINEA ADRIATICA,2026,250.0
agg2024,32,11,fonti,7493,,Riduzione tasso cofinanziamento nazionale,2022,64.0
agg2024,32,11,fonti,7493,,Riduzione tasso cofinanziamento nazionale,2023,31.0
agg2024,32,11,fonti,7493,,Riduzione tasso cofinanziamento nazionale,2024,21.0
agg2024,32,11,fonti,7493,,Riduzione tasso cofinanziamento nazionale,2025,242.0
agg2024,32,11,fonti,7493,,Riduzione tasso cofinanziamento nazionale,2026,218.0
agg2024,32,12,fonti,8000,,Fondo Sviluppo e Coesione,2022,38.0
agg2024,32,12,fonti,8000,,Fondo Sviluppo e Coesione,2023,19.0
agg2024,32,12,fonti,8000,,Fondo Sviluppo e Coesione,2024,22.0
agg2024,32,12,fonti,8000,,Fondo Sviluppo e Coesione,2025,184.0
agg2024,32,12,fonti,8000,,Fondo Sviluppo e Coesione,2026,80.0
agg2024,32,13,fonti,8000,,Fondo Sviluppo e Coesione 2014-2020,2022,286.0
agg2024,32,13,fonti,8000,,Fondo Sviluppo e Coesione 2014-2020,2023,154.0
agg2024,32,13,fonti,8000,,Fondo Sviluppo e Coesione 2014-2020,2024,207.0
agg2024,32,13,fonti,8000,,Fondo Sviluppo e Coesione 2014-2020,2025,393.0
agg2024,32,13,fonti,8000,,Fondo Sviluppo e Coesione 2014-2020,2026,1200.0
agg2024,32,14,fonti,8000,,Fondo Sviluppo e Coesione 2021-2027,2022,
agg2024,32,14,fonti,8000,,Fondo Sviluppo e Coesione 2021-2027,2023,
agg2024,32,14,fonti,8000,,Fondo Sviluppo e Coesione 2021-2027,2024,
agg2024,32,14,fonti,8000,,Fondo Sviluppo e Coesione 2021-2027,2025,30.0
agg2024,32,14,fonti,8000,,Fondo Sviluppo e Coesione 2021-2027,2026,30.0
agg2024,32,15,fonti,,,MIT (16+17+18+19+20+21+22+23+24+25+26+27+28+29),2022,85.0
agg2024,32,15,fonti,,,MIT (16+17+18+19+20+21+22+23+24+25+26+27+28+29),2023,330.0
agg2024,32,15,fonti,,,MIT (16+17+18+19+20+21+22+23+24+25+26+27+28+29),2024,149.0
agg2024,32,15,fonti,,,MIT (16+17+18+19+20+21+22+23+24+25+26+27+28+29),2025,1589.0
agg2024,32,15,fonti,,,MIT (16+17+18+19+20+21+22+23+24+25+26+27+28+29),2026,2212.0
agg2024,32,16,fonti,7060,,Legge Obiettivo,2022,
agg2024,32,16,fonti,7060,,Legge Obiettivo,2023,
agg2024,32,16,fonti,7060,,Legge Obiettivo,2024,
agg2024,32,16,fonti,7060,,Legge Obiettivo,2025,75.0
agg2024,32,16,fonti,7060,,Legge Obiettivo,2026,150.0
agg2024,32,17,fonti,7515,,Fondo infrastrutture ferroviarie e stradali - Linea AV/AC Treviglio-Brescia,2022,11.0
agg2024,32,17,fonti,7515,,Fondo infrastrutture ferroviarie e stradali - Linea AV/AC Treviglio-Brescia,2023,
agg2024,32,17,fonti,7515,,Fondo infrastrutture ferroviarie e stradali - Linea AV/AC Treviglio-Brescia,2024,
agg2024,32,17,fonti,7515,,Fondo infrastrutture ferroviarie e stradali - Linea AV/AC Treviglio-Brescia,2025,
agg2024,32,17,fonti,7515,,Fondo infrastrutture ferroviarie e stradali - Linea AV/AC Treviglio-Brescia,2026,
agg2024,32,18,fonti,7518,,Fondo infrastrutture ferroviarie e stradali - Linea AV/AC 3^ Valico dei Giovi,2022,
agg2024,32,18,fonti,7518,,Fondo infrastrutture ferroviarie e stradali - Linea AV/AC 3^ Valico dei Giovi,2023,9.0
agg2024,32,18,fonti,7518,,Fondo infrastrutture ferroviarie e stradali - Linea AV/AC 3^ Valico dei Giovi,2024,
