documento,pagina,riga,cup,npp,descrizione,costo_mln,data_messa_in_esercizio
cdp2017,179,A03/04,J11J04000070121,1449,Interventi upgrading rete viaggiatori,3.14,31/12/2016
cdp2017,179,A03/04,J11J04000070131,1462,Interventi upgrading rete viaggiatori,0.62,31/12/2016
cdp2017,180,A03/04,J11J04000070141,1464,Upgrading rete viaggiatori DTP Ancona,1.6,31/12/2016
cdp2017,180,A03/04,J11J04000070151,1465,Interventi upgrading rete viaggiatori,1.3,31/12/2016
cdp2017,180,A03/04,J11J04000070171,1467,Interventi upgrading rete viaggiatori TO,0.84,31/12/2016
cdp2017,180,A03/04,J11J04000070181,1468,Upgrading rete viaggiatori - DTP Verona,1.06,31/12/2016
cdp2017,180,A03/04,J17E91000000221,0809,Miglioramento infrastrutturale Provincia di Bolzano,61.82,31/12/2016
cdp2017,180,A03/04,J17E91000000281,0647,Miglioramento infrastrutturale Provincia di Trento,77.83,31/12/2016
cdp2017,180,A03/04,J21H03000120001,1310,Potenziamento itinerari merci Tarvisio/Villa Opicina (comprende 1^ fase nodo di Udine),52.22,31/12/2016
cdp2017,180,A03/04,J21H92000000001,0146,Adeguamento al traffico Merci Linea Domodossola-Luino-Novara-Ovada-Genova,0.45,31/12/2016
cdp2017,180,A03/04,J31H96000010008,0017,Potenziamento tratto urbano linea Roma-Viterbo,4.51,31/12/2016
cdp2017,180,A03/04,J31H96000030001,0019,P.R.G. e ACEI Ostiense/Trastevere,1.05,31/12/2016
cdp2017,180,A03/04,J31H96000050008,0039,Realizzazione nuove fermate ed adeguamento stazioni per il servizio metropolitano di Roma (1^ fase),0.36,31/12/2016
cdp2017,180,A03/04,J31J05000040001,1427,Efficientamento linea Codogno-Cremona-Mantova e raddoppio tratta Cremona-Cava Tigozzi,38.29,31/12/2016
cdp2017,180,A03/04,J37I06000060001,1482,Interv.Riqualif.staz.connessi AV-Milano,0.29,31/12/2016
cdp2017,180,A03/04,J37I06000080001,1484,Interventi di riqualificazione stazioni: Fiera di Roma e Roma Val d'Ala,0.73,31/12/2016
cdp2017,180,A03/04,J51H00000040001,0205,Itinerario alternativo merci Gioia Tauro-Taranto con velocizzazione tratta Sibari-Cosenza,0.34,31/12/2016
cdp2017,180,A03/04,J51H98000000001,0016,Potenziamento infrastrutturale e tecnologico Nodo di Verona,0.21,31/12/2016
cdp2017,180,A03/04,J57B14000150001,1871,Riapertura Linee (DTP RM),12.0,31/12/2016
cdp2017,180,A03/04,J77I12000120001,1467,Interventi upgrading rete viaggiatori TO,0.9,31/12/2016
cdp2017,180,A03/04,J81H03000080001,1391,Rete Lucana: migliormento servizi Potenza - S. Nicola,3.69,31/12/2016
cdp2017,180,A03/04,J87B14000440001,1867,Binari senza tempo - DTP AN,0.8,31/12/2016
cdp2017,180,A03/04,J87I05000070001,1452,Interventi upgrading rete merci - Genova,0.02,31/12/2016
cdp2017,180,A03/04,J91H00000280008,0203,Potenziamento Asse Livorno-Pisa,0.13,31/12/2016
cdp2017,180,A03/04,J91H03000180008,0259,Sistemazione a P.R.G. Firenze SMN,0.14,31/12/2016
cdp2017,180,A03/04,J91H92000010001,0034,Potenziamento infrastrutturale Firenze-Empoli,0.72,31/12/2016
cdp2017,180,A03/04,J97E13000260001,1440,Upgrading rete viaggiatori - DTP Milano,11.56,31/12/2016
cdp2017,180,A03/04,J17E99000020181,0878,"Obblighi di legge settore ""officine""-DG",2.11,31/12/2016
cdp2017,180,A03/04,J19G01000010001,2783,Tecnologie (Potenz. OML e OMV),0.93,31/12/2016
cdp2017,180,A03/04,J31H00000150001,1218,Potenziamento e miglioramenti infrastrutturali impianti di manutenzione rotabili - Milano,0.89,31/12/2016
cdp2017,180,A03/04,J31H00000170001,2941,Manten. Straor. Stabilimento Milano,0.28,31/12/2016
cdp2017,180,A03/04,J31H00000170061,2951,Manten. Straor. Stabilimento Roma,2.46,31/12/2016
cdp2017,180,A03/04,J31H00000170071,2955,Manut. straord. Stabilimento di PA,0.26,31/12/2016
cdp2017,180,A03/04,J31H00000170081,2952,Manut. straord. Stabilimento di BA,0.15,31/12/2016
cdp2017,180,A03/04,J31H00000180051,2988,Interventi di potenziamento e razionalizzazione scali merci - Reggio Calabria,1.13,31/12/2016
cdp2017,180,A03/04,J51H00000080001,0409,Nuovo terminal di Padova interporto,3.04,31/12/2016
cdp2017,180,A03/04,J51H92000010141,0600,Aumento Produttività Officine Nazionali,0.65,31/12/2016
cdp2017,180,A03/04,J57I06000080001,1488,Riqual.piccole-medie-grandi stazioni-RC,3.21,31/12/2016
cdp2017,180,A03/04,J59G00000000061,2002,Ampliamento scalo merci Bari Lamasinata realizzazione di 4 binari tronchi,0.52,31/12/2016
cdp2017,180,A03/04,J61H00000240001,0430,COSTRUZ. IDP NAPOLI SMISTAMENTO,4.2,31/12/2016
cdp2017,180,A03/04,J67I10000140001,1613,Pot. impianti illuminaz. Grandi Stazioni,4.09,31/12/2016
cdp2017,180,A03/04,J71H02000130001,0418,Potenziamento Impianto Intermodale Brindisi,0.9,31/12/2016
cdp2017,180,A03/04,J81H00000180001,0406,Ravenna: Prima fase nuovo Scalo Merci Canale Candiano per merci pericolose e prolungamento dorsale FS,0.01,31/12/2016
cdp2017,181,A03/04,J17E91000000211,0735,Progettazioni sviluppi a completamento - Napoli,0.02,31/12/2016
cdp2017,181,A03/04,J21H03000110001,1358,Studio di fattibilità ammodernamento e velocizzazione Cagliari-Oristano e relazione Cagliari-Sassari,0.45,31/12/2016
cdp2017,181,A03/04,J31C05000010001,1475,SdF della cintura merci Sud di Milano,0.26,31/12/2016
cdp2017,181,A03/04,J31H00000140021,1181,Studi e prototipi ad energia e trazione,0.46,31/12/2016
cdp2017,181,A03/04,J31H03000350001,1312,Studio di fattibilità per la riqualificazione ed il potenziamento delle linee Como-Molteno-Lecco e Monza-Molteno,0.34,31/12/2016
cdp2017,181,A03/04,J31H03000440001,1364,Studi e sperim. su sistemi innovativi,3.29,31/12/2016
cdp2017,181,A03/04,J31H97000010001,1284,Studi di fattibilità asse del Gottardo,0.37,31/12/2016
cdp2017,181,A03/04,J37I08000000001,1544,Piano di sviluppo tecnologico della rete,1.9,31/12/2016
cdp2017,181,A03/04,J49B07000000001,1505,Studi di Fattibilità: Potenziamento Nodo di Roma,0.01,31/12/2016
cdp2017,181,A05,,1530,Acq. mat. di scorta AV/AC RM -Gricignano,4.42,31/12/2016
cdp2017,181,A05,,1531,Acq. mat. di scorta AV/AC RM -Gricignano,2.23,31/12/2016
cdp2017,181,A05,,1532,Acq. mat. di scorta AV/AC TO-Novara,4.75,31/12/2016
cdp2017,181,A05,J11J04000040008,0300,Nuovo collegamento To P.ta Susa-To P.ta Nuova,3.25,31/12/2016
cdp2017,181,A05,J97I13000330001,1693,Adeguamento alimentazione gallerie AV Bologna-Firenze,8.75,31/12/2016
agg2021,126,E.1,,C020,Manutenzione straordinaria navi traghetto,-0.33,31/12/2020
agg2021,126,E.1,,C021,Manutenzione Incrementativa,-0.13,31/12/2020
agg2021,126,E.1,,R001,Riserve riga A1001,-0.65,31/12/2020
agg2021,126,E.1,J17E00000010021,0572,Fabbricati di stazione M.E. NA - ante 2011,-0.81,31/12/2020
agg2021,126,E.1,J17E00000010031,0575,MANUTENZIONE STRAORDINARIA STAZIONI - ante 2011,-1.85,31/12/2020
agg2021,126,E.1,J17E00000010111,0577,Manutenzione straordinaria stazioni - VE - ante 2011,-0.12,31/12/2020
agg2021,126,E.1,J17E00000010131,0573,Manutenzione Straordinaria Stazioni PA - ante 2011,-0.31,31/12/2020
agg2021,126,E.1,J17E99000010001,0505,Manut.Straord.Opere Dif.Infr.M.E.AN - ante 2011,0.01,31/12/2020
agg2021,126,E.1,J17E99000010011,0512,Manut.Straord.Opere Dif.Infr. NA - ante 2011,0.48,31/12/2020
agg2021,126,E.1,J17E99000010027,0513,Manut.Straord.Opere Dif.Infr. PA - ante 2011,-0.06,31/12/2020
agg2021,126,E.1,J17E99000010032,0514,Manut.Straord.Opere Dif.Infr.M.E.RC - ante 2011,-0.28,31/12/2020
agg2021,126,E.1,J17E99000010041,0515,Manut.Straord.Opere Dif.Infr.M.E.RM - ante 2011,-4.12,31/12/2020
agg2021,126,E.1,J17E99000010061,0521,Manut.Straord.Opere Dif.Infr.VE - ante 2011,-0.14,31/12/2020
agg2021,126,E.1,J17E99000010071,0506,Manut.Straord.Opere Dif.Infr.BA - ante 2011,0.36,31/12/2020
agg2021,126,E.1,J17E99000010081,0509,Manut.Straord.Opere Dif.Infr.M.E.FI - ante 2011,-0.09,31/12/2020
agg2021,126,E.1,J17E99000010111,0522,Manut.Straord.Opere Dif.Infr.VR - ante 2011,-0.27,31/12/2020
agg2021,126,E.1,J17E99000010121,0511,Manut.Straord.Opere Dif.Infr.M.E.MI - ante 2011,0.04,31/12/2020
agg2021,126,E.1,J17E99000010131,0662,Manutenzione straordinaria e Opere a difesa dell'infrastruttura - Mantenimento in efficienza - Napoli,-0.02,31/12/2020
agg2021,126,E.1,J17E99000010181,0520,Manut.Straord.Opere Dif.Infr.TS - ante 2011,0.01,31/12/2020
agg2021,126,E.1,J17E99000010191,0507,Manut.Straord.Opere Dif.Infr.M.E.BO - ante 2011,-0.15,31/12/2020
agg2021,126,E.1,J17E99000010231,0537,M.Str.e Opere Dif.Infr. Sett. Tecnologie - ante 2011,0.09,31/12/2020
agg2021,126,E.1,J17E99000010291,0516,Man.Str.Op.Dif.Infr.SettoreLogistica - ante 2011,-0.83,31/12/2020
agg2021,126,E.1,J17E99000020007,0531,Obblighi di legge - PA - ante 2011,-0.07,31/12/2020
agg2021,126,E.1,J17E99000020021,0533,Obblighi legge - RM - ante 2011,-0.52,31/12/2020
agg2021,126,E.1,J17E99000020031,0526,Obblighi di legge -CA - ante 2011,-0.01,31/12/2020
agg2021,126,E.1,J17E99000020041,0540,Obblighi di legge VE - ante 2011,-0.02,31/12/2020
agg2021,126,E.1,J17E99000020081,0527,Obblighi di legge -FI - ante 2011,-0.23,31/12/2020
agg2021,126,E.1,J17E99000020131,0529,Obblighi di legge - MI - ante 2011,-0.04,31/12/2020
agg2021,126,E.1,J17E99000020381,1301,M.S. E OBBLIGHI DI LEGGE - ante 2011,-0.32,31/12/2020
agg2021,126,E.1,J17I12000000001,0620,Aumento Produttività VE - 2012,0.08,31/12/2020
agg2021,126,E.1,J17I12000330001,0521,Manut.Straord.Opere Dif.Infr.VE - 2012,-0.07,31/12/2020
agg2021,126,E.1,J17I12000350001,0577,Manutenzione straordinaria stazioni - VE - 2012,0.12,31/12/2020
agg2021,126,E.1,J17I12000370001,0729,Acq.a rimp.mat.inv.obl.di leg.prod.-VE - 2012,-0.02,31/12/2020
agg2021,126,E.1,J17I13000000001,0521,Manut.Straord.Opere Dif.Infr.VE - 2013,1.0,31/12/2020
agg2021,126,E.1,J17I13000010001,0620,Aumento Produttività VE - 2013,0.01,31/12/2020
agg2021,126,E.1,J21H99000020041,2784,Fabbricati civili ed industriali - Reggio Calabria,0.06,31/12/2020
agg2021,126,E.1,J27I12000060001,0514,Manut.Straord.Opere Dif.Infr.M.E.RC - 2012,0.49,31/12/2020
agg2021,126,E.1,J27I12000090001,0569,Fabbricati di stazione M.E. - FI - 2012,0.98,31/12/2020
agg2021,126,E.1,J27I12000240001,1652,Obblighi di Legge - Stazioni - 2012,1.7,31/12/2020
agg2021,126,E.1,J27I13000010001,0612,Aumento Produttività M.E.RC - 2013,-0.01,31/12/2020
agg2021,126,E.1,J31H00000120001,1141,Acq.Rimp.mat.inv.O.L.prod.sett.diagn.-DG - ante 2011,0.16,31/12/2020
agg2021,126,E.1,J31H01000140001,0497,Acquisti-Manutenzioni Ist. Sp. (I) - ante 2011,-0.88,31/12/2020
agg2021,126,E.1,J31H01000170001,0864,Manutenzione Straordinaria settore TE lotto A - Milano,0.02,31/12/2020
agg2021,126,E.1,J37I12000060001,0520,Manut.Straord.Opere Dif.Infr.TS - 2012,-0.01,31/12/2020
agg2021,126,E.1,J37I13000020001,0619,Aumento Produttività TS - 2013,-0.09,31/12/2020
agg2021,126,E.1,J41H00000250011,2939,Manten. Straor. Bacino Logis. Centro - ante 2011,0.05,31/12/2020
agg2021,126,E.1,J47I12000030001,0505,Manut.Straord.Opere Dif.Infr.M.E.AN - 2012,-0.01,31/12/2020
agg2021,126,E.1,J47I13000010001,0601,Aumento Produttività M.E.AN - 2013,0.01,31/12/2020
agg2021,126,E.1,J50H19000000001,0497,Acquisti a rimpiazzo - Laboratori - 2019,0.2,31/12/2020
agg2021,126,E.1,J51H00000050041,0729,Acq.a rimp.mat.inv.obl.di leg.prod.-VE - ante 2011,0.02,31/12/2020
agg2021,126,E.1,J51H92000010081,0656,Aumento Produttività - Potenziamento - Venezia,-0.07,31/12/2020
agg2021,126,E.1,J51H92000020011,0610,Aumento Produttività M.E.NA - ante 2011,-0.09,31/12/2020
agg2021,126,E.1,J51H92000020031,0616,Aumento Produttività Zone I.E. - ante 2011,0.19,31/12/2020
agg2021,126,E.1,J51H92000020041,0615,Aum. Produtt. Sett. Arm.Op.Civ.(M.E.) - ante 2011,0.02,31/12/2020
agg2021,126,E.1,J51H92000020151,0605,Aumento Produttività CA - ante 2011,-0.02,31/12/2020
agg2021,126,E.1,J51H92000020161,0613,Aumento Produttività M.E.RM - ante 2011,0.22,31/12/2020
agg2021,126,E.1,J51H92000020251,0620,Aumento Produttività VE - ante 2011,-0.11,31/12/2020
agg2021,126,E.1,J51H92000020271,0611,Aumento Produttività PA - ante 2011,-0.02,31/12/2020
agg2021,126,E.1,J51H92000020281,0612,Aumento Produttività M.E.RC - ante 2011,0.01,31/12/2020
agg2021,126,E.1,J51H92000020301,0621,Aumento Produttività VR - ante 2011,-0.03,31/12/2020
agg2021,126,E.1,J51H93000000051,0686,Manutenzione straordinaria e Opere a difesa dell'infrastruttura - Potenziamento - Trieste,0.01,31/12/2020
agg2021,126,E.1,J51H93000000151,0544,Manut.Straord.OpereDif.Infr.POT.FI - ante 2011,0.77,31/12/2020
agg2021,126,E.1,J57I12000000001,0613,Aumento Produttività M.E.RM - 2012,-0.28,31/12/2020
agg2021,126,E.1,J57I12000070001,0515,Manut.Straord.Opere Dif.Infr.M.E.RM - 2012,4.12,31/12/2020
agg2021,126,E.1,J57I12000110001,0533,Obblighi legge - RM - 2012,0.52,31/12/2020
agg2021,126,E.1,J57I12000120001,0575,MANUTENZIONE STRAORDINARIA STAZIONI - 2012,1.85,31/12/2020
agg2021,126,E.1,J57I13000020001,0613,Aumento Produttività M.E.RM - 2013,0.06,31/12/2020
agg2021,126,E.1,J57I13000050001,1141,Acquisto a rimpiazzo di materiale d'inve - 2013,-0.16,31/12/2020
agg2021,126,E.1,J67I12000000001,0611,Aumento Produttività PA Anno 2012 - 2012,0.02,31/12/2020
agg2021,126,E.1,J67I12000050001,0531,Obblighi di legge - PA - 2012,0.07,31/12/2020
agg2021,126,E.1,J67I12000070001,0573,Manutenzione Straordinaria Stazioni PA - 2012,0.31,31/12/2020
agg2021,126,E.1,J67I12000130001,0513,Manut.Straord.Opere Dif.Infr. PA - 2012,0.5,31/12/2020
agg2021,126,E.1,J67I13000120001,0513,Manut.Straord.Opere Dif.Infr. PA - 2013,-0.02,31/12/2020
agg2021,127,E.1,J71H00000060011,0585,Infrastrutture di servizio stazioni (NA) - ante 2011,-0.28,31/12/2020
agg2021,127,E.1,J71H00000060051,0584,Infrastrutture di servizio stazioni (MI) - ante 2011,-0.2,31/12/2020
agg2021,127,E.1,J71H00000080021,2744,Man.O.C. Arm. Attr. e Macch. Cagliari - ante 2011,0.23,31/12/2020
agg2021,127,E.1,J80D17000050001,0497,Acquisti a rimpiazzo Laboratori - 2017,0.68,31/12/2020
agg2021,127,E.1,J87E13000540001,1301,OBBLIGHI DI LEGGE - aree Portonaccio - 2013,0.32,31/12/2020
agg2021,127,E.1,J87I12000050001,0509,Manut.Straord.Opere Dif.Infr.M.E.FI - 2012,0.18,31/12/2020
agg2021,127,E.1,J87I12000100001,0506,Manut.Straord.Opere Dif.Infr.BA - 2012,-0.36,31/12/2020
agg2021,127,E.1,J97I08000110001,1556,Manutenzione Mezzi di Manovra - ante 2011,-0.04,31/12/2020
agg2021,127,E.1,J97I12000050001,0610,Aumento Produttività M.E.NA - 2012,-0.07,31/12/2020
agg2021,127,E.1,J97I12000170001,0522,Manut.Straord.Opere Dif.Infr.VR - 2012,0.27,31/12/2020
agg2021,127,E.1,J97I12000210001,0529,Obblighi di legge - MI - 2012,0.04,31/12/2020
agg2021,127,E.1,J97I12000220001,0530,Obblighi di legge - NA - 2012,-0.19,31/12/2020
agg2021,127,E.1,J97I12000230001,0507,Manut.Straord.Opere Dif.Infr.M.E.BO - 2012,0.15,31/12/2020
agg2021,127,E.1,J97I12000270001,0572,Fabbricati di stazione M.E. NA - 2012,0.24,31/12/2020
agg2021,127,E.1,J97I12000310001,0585,Infrastrutture di servizio stazioni (NA) - 2012,0.85,31/12/2020
agg2021,127,E.1,J97I12000370001,0511,Manut.Straord.Opere Dif.Infr.M.E.MI - 2012,-0.04,31/12/2020
agg2021,127,E.1,J97I12000390001,0715,Acq.a rimp.mat.inv.obl.di leg.prod.-BO - 2012,0.04,31/12/2020
agg2021,127,E.1,J97I12000420001,0512,Manut.Straord.Opere Dif.Infr. NA - 2012,0.34,31/12/2020
agg2021,127,E.1,J97I13000070001,0610,Aumento Produttività M.E.NA - 2013,-0.02,31/12/2020
agg2021,127,E.1,J97I13000090001,0621,Aumento Produttività VR - 2013,0.03,31/12/2020
agg2021,127,E.1,,C005,Progetto Ante per Manutenzione straordinaria ed Obblighi di Legge,-0.23,31/12/2020
agg2021,127,E.1,,C022,Programma Man. straord. ed O.L.-STAZIONI,-0.06,31/12/2020
agg2021,127,E.1,J11H03000040021,0590,Miglioramenti Infrastrutt. stazioni (VE) - ante 2011,-0.01,31/12/2020
agg2021,127,E.1,J11H03000060001,1271,Miglioramento sicurezza gallerie ferroviarie - DTP Roma - ante 2011,-1.35,31/12/2020
agg2021,127,E.1,J11H03000060071,1340,Miglioramento sicurezza gallerie ferroviarie - DTP Reggio Calabria - ante 2011,-0.04,31/12/2020
agg2021,127,E.1,J17E91000000011,0634,Miglioramento infrastrutturale M.E.BA - ante 2011,0.01,31/12/2020
agg2021,127,E.1,J17E91000000021,0645,Miglioramenti infrastrutturali M.E.-VE - ante 2011,-0.12,31/12/2020
agg2021,127,E.1,J17E91000000031,0638,Miglioramenti infrastrutturali M.E.NA - ante 2011,-0.39,31/12/2020
agg2021,127,E.1,J17E91000000051,0733,Miglioramenti infrastr. Man.Eff.- MI - ante 2011,0.32,31/12/2020
agg2021,127,E.1,J17E91000000151,0646,Miglioramenti infrastrutturali M.E.-VR - ante 2011,-0.05,31/12/2020
agg2021,127,E.1,J17E91000000231,0644,Miglioramenti infrastrutturali M.E.- TS - ante 2011,0.02,31/12/2020
agg2021,127,E.1,J17E92000000001,0639,Miglioramenti infrastrutturali M.E.- PA - ante 2011,-0.16,31/12/2020
agg2021,127,E.1,J17I13000050001,0590,Miglioramenti Infrastrutt. stazioni (VE) - 2012,0.01,31/12/2020
agg2021,127,E.1,J27F20000070001,0514,Manut.Straord.Opere Dif.Infr.M.E.RC - anno 2020,1.14,31/12/2020
agg2021,127,E.1,J31H93000010081,0689,Soppressione P.L. - Alto Adige,0.17,31/12/2020
agg2021,127,E.1,J31H93000010161,0696,Soppressione P.L. - Palermo,-0.03,31/12/2020
agg2021,127,E.1,J34H14000490001,1336,PRG di Ostiense - 2014,1.38,31/12/2020
agg2021,127,E.1,J41H02000080001,1231,Sistema di Controllo Marcia Treno (SCMT)-realizzazione sottosistema di terra (SST) - DTP Torino,130.79,31/12/2020
agg2021,127,E.1,J41H02000080011,1239,Sistema di Controllo Marcia Treno (SCMT)-realizzazione sottosistema di terra (SST) - DTP Napoli,109.46,31/12/2020
agg2021,127,E.1,J41H02000080021,1237,Sistema di Controllo Marcia Treno (SCMT)-realizzazione sottosistema di terra (SST) - DTP Roma,155.55,31/12/2020
agg2021,127,E.1,J41H02000080031,1238,Sistema di Controllo Marcia Treno (SCMT)-realizzazione sottosistema di terra (SST) - DTP Ancona,88.64,31/12/2020
agg2021,127,E.1,J41H02000080051,1415,Sistema di Controllo Marcia Treno (SCMT)-realizzazione sottosistema di terra (SST) - DTP Bari,71.38,31/12/2020
agg2021,127,E.1,J41H02000080071,1235,Sistema di Controllo Marcia Treno (SCMT)-realizzazione sottosistema di terra (SST) - DTP Bologna,104.36,31/12/2020
agg2021,127,E.1,J41H02000080081,1233,Sistema di Controllo Marcia Treno (SCMT)-realizzazione sottosistema di terra (SST) - DTP Verona,82.69,31/12/2020
agg2021,127,E.1,J41H02000080091,1413,Sistema di Controllo Marcia Treno (SCMT)-realizzazione sottosistema di terra (SST) - DTP Trieste,54.61,31/12/2020
agg2021,127,E.1,J41H02000080141,1234,Sistema di Controllo Marcia Treno (SCMT)-realizzazione sottosistema di terra (SST) - DTP Venezia,70.04,31/12/2020
agg2021,127,E.1,J41H02000080151,1414,Sistema di Controllo Marcia Treno (SCMT)-realizzazione sottosistema di terra (SST) - DTP Genova,86.1,31/12/2020
agg2021,127,E.1,J41H02000080171,1477,Sistema di Controllo Marcia Treno (SCMT)-realizzazione sottosistema di terra (SST) - DTP Palermo,35.0,31/12/2020
agg2021,127,E.1,J50H20000000001,0916,"Acq. mat.inv. O.L. prod.sett.""Off.""-DG - ante 2011 - 2020",1.18,31/12/2020
agg2021,127,E.1,J51H03000120071,1336,Attr.tec.lin/imp.int.rete-eff.upg (RM) - ante 2011,-1.38,31/12/2020
agg2021,127,E.1,J51H04000190001,1416,Sistema di Controllo Marcia Treno (SCMT)-realizzazione sottosistema di terra (SST) - DTP Reggio Calabria,94.0,31/12/2020
agg2021,127,E.1,J54H14000520001,1334,Attrezzaggi tecnologici DTP Milano - PRG Rho - fase EXPO - 2014,-0.1,31/12/2020
agg2021,127,E.1,J57B13000200001,1587,Miglioramento sicurezza gallerie ferroviarie - Territorio Nazionale - 2014,12.0,31/12/2020
agg2021,127,E.1,J57I10000220001,1617,Impianto di controllo rotabili in uscita dai principali scali ed interporti con Sistemi di Misura Carichi Verticali (SMCV),1.52,31/12/2020
agg2021,127,E.1,J57I12000080001,1493,Miglioramenti infrastrutturali su linee - 2012,0.24,31/12/2020
agg2021,127,E.1,J67I10000150001,1615,Ripristino e potenziamento impianti in Abruzzo (DTP Ancona),47.16,31/12/2020
agg2021,127,E.1,J67I10000160001,1616,Ripristino e potenziamento impianti in Abruzzo (DTP Roma),52.5,31/12/2020
agg2021,127,E.1,J67I12000080001,0639,Miglioramenti infrastrutturali M.E.- PA - 2012,0.16,31/12/2020
agg2021,127,E.1,J67J19000000001,0632,Miglioramenti Infrastrutturali - 2019,0.55,31/12/2020
agg2021,127,E.1,J87B15000140001,0634,Miglioramento infrastrutturale M.E.BA - 2015,-0.01,31/12/2020
agg2021,127,E.1,J87I08000010001,1493,Miglior. infrastr. su linee AV/AC Roma - ante 2011,-0.24,31/12/2020
agg2021,127,E.1,J91H92000040081,0631,"Migl. Infrastr. Settore ""Tecnologie"" - ante 2011",0.33,31/12/2020
agg2021,127,E.1,J91H92000040101,0622,Miglioramento infrastrutturale - DTP Ancona - ante 2011,-0.04,31/12/2020
agg2021,127,E.1,J91H92000040331,0625,Miglioramenti Infrastrutturali CA - ante 2011,-0.05,31/12/2020
agg2021,127,E.1,J91H92000040351,0667,Miglioramenti Infrastrutturali - Verona,0.05,31/12/2020
agg2021,127,E.1,J91H92000040361,0502,Miglioramenti infrastrutturali - Potenziamento - Roma,-0.1,31/12/2020
agg2021,127,E.1,J97I12000180001,0624,Miglioramenti Infrastrutturali POT.BO - 2012,0.2,31/12/2020
agg2021,127,E.1,J97I12000300001,0584,Miglioramenti Infrastrutturali Stazioni - 2012,0.2,31/12/2020
agg2021,127,E.1,J97I12000340001,0635,Miglioramenti infrastrutturali M.E.BO - 2012,-0.04,31/12/2020
agg2021,127,E.1,J97I12000360001,0638,Miglioramenti infrastrutturali M.E.NA - 2012,0.38,31/12/2020
agg2021,127,E.1,J97I12000380001,0646,Miglioramenti infrastrutturali M.E.-VR - 2012,0.05,31/12/2020
agg2021,127,E.1,J97I12000450001,0733,Miglioramenti infrastr. M.E.- MI - 2012,-0.32,31/12/2020
agg2021,128,E.5,J11C05000010001,1436,Interventi su SCC e IaP - Palermo,0.91,31/12/2020
agg2021,128,E.5,J11H00000190011,0911,"Progetto ""HISPEEDMIX""",-0.09,31/12/2020
agg2021,128,E.5,J11H04000110001,1410,Valutazione di sicurezza e certificazione di conformità,6.65,31/12/2020
agg2021,128,E.5,J11J04000030001,1403,Sperimentazione diagnostica in Scc - ante 2011,0.16,31/12/2020
agg2021,128,E.5,J31B92000010001,0075,Costruzione n. 3 mezzi veloci per collegamento Messina - Reggio Calabria,0.06,31/12/2020
agg2021,128,E.5,J31H00000080001,0165,Innovazioni tecnologiche: treno diagnostico infrastruttura,0.02,31/12/2020
agg2021,128,E.5,J31H00000110001,0917,Acq mezzi prototipali per speriment. - ante 2011,0.23,31/12/2020
agg2021,128,E.5,J31H00000140011,1368,Prototipi ed interventi connessi alla sicurezza di circolazione,3.3,31/12/2020
agg2021,128,E.5,J31H01000120001,0209,Cost.unità nav. tipo Ro/Ro,0.09,31/12/2020
agg2021,128,E.5,J31H01000150001,0710,Inn. Tecn. Proc. Infras. per Imp. Elet - ante 2011,0.05,31/12/2020
agg2021,128,E.5,J31H01000180001,1054,1054-Rete radio GSM-R (1^ fase),-0.07,31/12/2020
agg2021,128,E.5,J31H01000210001,1171,Aula multimed simul giuda e cf,0.02,31/12/2020
agg2021,128,E.5,J31H03000260001,1156,Rilevamento e mappatura immobili strumen,-0.07,31/12/2020
agg2021,128,E.5,J31H03000300001,1286,Validazione progetti a tecnol. Innov.,0.16,31/12/2020
agg2021,128,E.5,J31H03000360001,1329,Migl.Sist.diagn.e gest.dati per Man.Infr - ante 2011,-0.19,31/12/2020
agg2021,128,E.5,J31H03000450001,1365,Sviluppo laboratori e sperimentazioni metodologiche e strumenti di prova,1.14,31/12/2020
agg2021,128,E.5,J31H04000000001,1299,GSM-R Attrezzaggio Radio in Galleria,-0.01,31/12/2020
agg2021,128,E.5,J31H92000050221,1169,Studi e sperimentazioni interdisciplinari,0.51,31/12/2020
agg2021,128,E.5,J31H92000050231,1183,Studi e sperimentazioni relativi a sicur,0.03,31/12/2020
agg2021,128,E.5,J41H02000080181,1437,Sistema di Controllo Marcia Treno (SCMT)-Automac Train Control (ATC): certificazione di conformità,3.0,31/12/2020
agg2021,128,E.5,J51D18000100001,1658,Implem. sistemi IT area movimento e comm - 2018,4.15,31/12/2020
agg2021,128,E.5,J51E16000290001,1918,Business Continuity,4.39,31/12/2020
agg2021,128,E.5,J51E16000420001,1658,Implem. sistemi IT area movimento e comm - 2016,1.53,31/12/2020
agg2021,128,E.5,J51E17000210001,1685,Implem Sistemi IT area AFC e PS - 2017,0.23,31/12/2020
agg2021,128,E.5,J51E17000240001,1658,Implem. sistemi IT area movimento e comm - 2017,4.0,31/12/2020
agg2021,128,E.5,J51E17000250001,1968,Progr integrata e servizi accessori-2 p,1.7,31/12/2020
agg2021,128,E.5,J52F15000010001,1658,Implem. sistemi IT area movimento e comm - 2015,9.54,31/12/2020
agg2021,128,E.5,J52F15000060001,1685,Implem Sistemi IT area AFC e PS - 2015,4.45,31/12/2020
agg2021,128,E.5,J52F15000110001,1588,Sistemi di Rete - 2015,0.51,31/12/2020
agg2021,128,E.5,J52F16000020001,1685,Implem Sistemi IT area AFC e PS - 2016,1.53,31/12/2020
agg2021,128,E.5,J54B13001160001,1812,Piattaforma commerciale,3.12,31/12/2020
