documento,pagina,riga,cup,npp,descrizione,costo_mln,data_messa_in_esercizio
agg2023,38,E.4,J31H03000520001,0266,Quadruplicamento Chiasso-Monza,3.5,31/12/2022
agg2023,38,E.4,J31H92000050401,1303,Studi e sperim.rilascio del certificato,0.01,31/12/2022
agg2023,38,E.4,J91H00000290001,0068,Ricerca MORANE,0.01,31/12/2022
agg2023,38,E.4,,0162,Prog. SAVEF,0.58,31/12/2022
agg2024,113,E.1,J11H02000090001,1269,Itinerari merci: potenziamento merci direttrice Tirren Nord,-0.01,31/12/2023
agg2024,113,E.1,J17E00000000011,0555,Fabbricati di Stazione-Pot-Napoli - ante 2011,-0.36,31/12/2023
agg2024,113,E.1,J17E99000010221,0517,Man.Str.Op.Dif.Infr.SettoreArm.eOp.Civ. - ante 2011,-0.19,31/12/2023
agg2024,113,E.1,J17E99000020221,0538,Obblighi di legge - TO - ante 2011,-0.01,31/12/2023
agg2024,113,E.1,J27F20000070001,0514,Manut.Straord.Opere Dif.Infr.M.E.RC - 2020,0.0,31/12/2023
agg2024,113,E.1,J31H00000100011,1287,Acq.rimp mat inv per ob.legge.prod.manut - ante 2011,-0.37,31/12/2023
agg2024,113,E.1,J31H00000120021,1154,Acquisti a rimpiazzo Direzione Tecnica - ante 2011,-0.45,31/12/2023
agg2024,113,E.1,J31H03000360001,1329,Migl.Sist.diagn.e gest.dati per Man.Infr - ante 2011,-0.19,31/12/2023
agg2024,113,E.1,J57I12000100001,1287,Acq.Rimp.mat.inv.per ob.legge.prod.manut - 2012,-0.04,31/12/2023
agg2024,113,E.1,J57I12000130001,0723,Acq.a rimp.mat.inv.obl.di leg.prod.-RM - 2012,0.0,31/12/2023
agg2024,113,E.1,J57I12000710001,0517,Man.Str.Op.Dif.Infr.SettoreArm.eOp.Civ. - 2012,-0.1,31/12/2023
agg2024,113,E.1,J57I13000060001,1329,Miglioramento dei sistemi di diagnostica - 2013,0.14,31/12/2023
agg2024,113,E.1,J67J19000000001,0632,Miglioramenti Infrastrutturali - 2019,-0.21,31/12/2023
agg2024,113,E.1,J87D23000020001,0627,Miglioramenti infrastrutturali,2.91,31/12/2023
agg2024,113,E.1,,1563,MAN. MEZZI DI MANOVRA VR - ante 2011,-0.02,31/12/2023
agg2024,113,E.1,,1563,MAN. MEZZI DI MANOVRA VR - ante 2011,0.02,31/12/2023
agg2024,113,E.1,,C005,Progetto Ante per Manutenzione straordinaria ed Obblighi di Legge,2.17,31/12/2023
agg2024,113,E.1,J87I17000060001,1978,Smaltimento materiali inquinanti (DOIT Bologna) - Annualità fino al 2017,9.6,31/12/2023
agg2024,113,E.1,J87J18000350001,1978,Smaltimento materiali inquinanti (DOIT Bologna) - 2018,3.0,31/12/2023
agg2024,113,E.1,J97I17000110001,1982,Smaltimento materiali inquinanti (DOIT Milano) - Annualità fino al 2017,4.0,31/12/2023
agg2024,113,E.1,J97J18000100001,1982,Smaltimento materiali inquinanti (DOIT Milano) - 2018,0.45,31/12/2023
agg2024,113,E.5,J11H02000120001,0179,Sistema di Controllo Marcia Treno (SCMT)-Progettazione di massima Automac Train Control (ATC) 2^ fase,-0.02,31/12/2023
agg2024,113,E.5,J11H98000000001,0065,Rilevamento Termico Boccole,-0.47,31/12/2023
agg2024,113,E.5,J11J05000020001,1426,Rilevatore squilibrio carichi,-0.01,31/12/2023
agg2024,113,E.5,J31H00000140011,1368,Prototipi ed interventi connessi alla sicurezza di circolazione,-0.02,31/12/2023
agg2024,113,E.5,J31H01000230001,1240,Sistema di Controllo Marcia Treno (SCMT)-Omologazione prototipo sottosistema di bordo (SSB),92.11,31/12/2023
agg2024,113,E.5,J47I06000120001,1506,Riconfig Impianti SCMT Palermo,16.85,31/12/2023
agg2024,113,E.5,J51D18000210009,3152,"Sistemi informativi integrati per la gestione della circolazione (OPTIMA,…)",21.76,31/12/2023
agg2024,113,E.5,J51E17000090001,1817,Implementazioni IT Sistemi area Acquisti - 2017,0.67,31/12/2023
agg2024,113,E.5,J51E17000220001,1966,Evoluzione Tecnologica e Funzionale PIC,11.55,31/12/2023
agg2024,113,E.5,J51E17000590001,3046,Sistema di SOT e diagnostica centralizzata,5.6,31/12/2023
agg2024,113,E.5,J52F15000020001,1817,Implementazioni IT Sistemi area Acquisti - 2015,1.1,31/12/2023
agg2024,113,E.5,J52F15000070001,1682,Implementazioni Sistemi IT Area Produzione - 2015,0.12,31/12/2023
agg2024,113,E.5,J52F16000030001,1682,Implementazioni Sistemi IT Area Produzione - 2016,10.59,31/12/2023
agg2024,113,E.5,J52F16000040001,1817,Implementazioni IT Sistemi area Acquisti - 2016,0.31,31/12/2023
agg2024,113,E.5,J54B13001170001,1813,Sistema supporto alla pianificazione strategica,1.32,31/12/2023
agg2024,113,E.5,J54B13001260001,1817,Implementazioni IT Sistemi area Acquisti - 2013,0.3,31/12/2023
agg2024,113,E.5,J54C14000070001,1682,Implementazioni Sistemi IT Area Produzione - 2014,3.4,31/12/2023
agg2024,113,E.5,J57E13000030001,1682,Implementazioni Sistemi IT Area Produzione - 2013,2.4,31/12/2023
agg2024,113,E.5,J57I10000210009,1607,Tecnologie per a protezione dei cantieri e dei mezzi d'opera,8.41,31/12/2023
agg2024,113,E.5,J57I11000190001,1627,Piano per la sicurezza della circolazione-Atto MIT (Protezione cantieri e mezzi d'opera),4.77,31/12/2023
agg2024,113,E.5,J57I12000280001,1676,Sistemi ICT di Handling,1.0,31/12/2023
agg2024,113,E.5,J59B08000210001,1567,"Sist. Ricerca, Svil e Contr Circol C.E.",2.2,31/12/2023
agg2024,113,E.5,J59B12000040001,1682,Implementazioni Sistemi IT Area Produzione - 2012,1.0,31/12/2023
agg2024,113,E.5,J64H15000810001,1337,Attrezzaggi tecnologici DOIT Torino - 2015,1.2,31/12/2023
agg2024,113,E.2,J14F05000050001,1458,Upgrading rete merci - DOIT Firenze nuovo scalo merci Porcari,34.3,31/12/2023
agg2024,113,E.2,J17B14000110005,1845,Liberazione Immobili - DOIT VE - 2014,4.1,31/12/2023
agg2024,113,E.2,J17B16000160001,1845,Liberazione Immobili - DOIT VE - 2016,2.28,31/12/2023
agg2024,113,E.2,J17F19000180001,3185,Upgrading infrastrutturale e tecnologico DOIT Venezia - 2019,11.0,31/12/2023
agg2024,113,E.2,J34H16000360001,1914,Upgrading prestazionale linee Adriatica-Ionica - DOIT Bari,10.5,31/12/2023
agg2024,113,E.2,J37I05000030001,1453,Upgrading rete merci - DOIT Verona,18.5,31/12/2023
agg2024,113,E.2,J54H14000540001,1860,Velocizzazione Firenze-Pisa (fase 0),8.9,31/12/2023
agg2024,113,E.2,J57J18000060001,3093,Upgrading BO-PD/Rovigo Monselice,18.95,31/12/2023
agg2024,113,E.2,J67B16000260001,1922,Liberazione immobili - DOIT PA - 2016,0.13,31/12/2023
agg2024,113,E.2,J77G05000010001,1456,Upgrading rete merci - DOIT Bologna fase 0,10.5,31/12/2023
agg2024,113,E.2,J87B14000230001,1839,Liberazione Immobili - DOIT AN - 2014,0.17,31/12/2023
agg2024,113,E.2,J87B14000250005,1851,Liberazione Immobili - DOIT FI - 2014,2.98,31/12/2023
agg2024,113,E.2,J87B16000420001,1839,Liberazione Immobili - DOIT AN - 2016,0.25,31/12/2023
agg2024,113,E.2,J87B16000430001,1921,Liberazione immobili - DOIT BO - 2016,0.9,31/12/2023
agg2024,113,E.2,J87B16000440001,1851,Liberazione Immobili - DOIT FI - 2016,10.47,31/12/2023
agg2024,113,E.2,J87F19000070001,1851,Liberazione Immobili - DOIT FI - 2019,4.47,31/12/2023
agg2024,113,E.2,J97B14000150005,1846,Liberazione Immobili - DOIT VR - 2014,2.7,31/12/2023
agg2024,113,E.3,J31H00000180011,2990,Interventi di potenziamento e razionalizzazione scali merci - Palermo,-0.06,31/12/2023
agg2024,113,E.3,J31H97000000001,0410,PRG Pomezia Santa Palomba,13.32,31/12/2023
agg2024,113,E.4,J31H03000440001,1364,Studi e sperim. su sistemi innovativi - ante 2011,-0.03,31/12/2023
agg2024,113,E.4,J47I12000100001,1669,Stazione di Reggio Calabria - abbassamento piano binari ed intubamento tratto urbano,0.39,31/12/2023
agg2024,113,E.4,J51C05000040001,1476,Galleria di base del Brennero - Spese funzionamento GEIE,0.05,31/12/2023
agg2024,113,E.4,J61H04000210001,1411,Studio di fattibilità e progettazione preliminare raddoppio Palmanova-Udine e Nodo di Udine,1.21,31/12/2023
agg2024,113,E.4,J64F05000030001,0310,Potenziamento Taranto-Metaponto,0.7,31/12/2023
agg2024,113,E.4,J84F05000040001,0309,Velocizzazione Potenza - Metaponto,1.33,31/12/2023
agg2024,113,E.4,J91H92000000011,0308,Velocizzazione Battipaglia-Potenza,1.12,31/12/2023
agg2024,114,,F21H91000000008,0351,Tratta AV/AC Milano - Bologna,0.0,31/12/2023
agg2024,114,,J11J04000040008,0300,Nuovo collegamento To P.ta Susa-To P.ta Nuova,-0.01,31/12/2023
agg2024,114,,J47I04000000008,0288,Adeguamento a standard AV/AC linea DD.ma Firenze-Roma,0.0,31/12/2023
agg2024,114,,J47I10000180001,0348,Interventi di completamento tratta AV/AC Bologna-Firenze,-8.29,31/12/2023
agg2024,114,,J51C91000000008,0326,Nodo AV/AC Bologna,-0.64,31/12/2023
agg2024,114,,J81C91000000008,0327,Nodo AV/AC Roma,0.0,31/12/2023
agg2024,114,,J97I10000180001,0347,Interventi di completamento tratta AV/AC Milano-Bologna,9.29,31/12/2023
agg2024,114,,,I019,Rischi noti su CVI TO-MI-NA,0.0,31/12/2023
agg2025,130,E.1,J11H02000090001,1269,Manutenzione Straordinaria cicli fino al 2011,0.06,31/12/2024
agg2025,130,E.1,J11H03000040011,0583,Manutenzione Straordinaria cicli fino al 2011,0.0,31/12/2024
agg2025,130,E.1,J17E00000000011,0555,Manutenzione Straordinaria cicli fino al 2011,0.36,31/12/2024
agg2025,130,E.1,J17E00000000041,0557,Manutenzione Straordinaria cicli fino al 2011,1.21,31/12/2024
agg2025,130,E.1,J17E00000000091,0549,Manutenzione Straordinaria cicli fino al 2011,0.16,31/12/2024
agg2025,130,E.1,J17E00000000131,0551,Manutenzione Straordinaria cicli fino al 2011,0.0,31/12/2024
agg2025,130,E.1,J17E00000000151,0559,Manutenzione Straordinaria cicli fino al 2011,0.0,31/12/2024
agg2025,130,E.1,J17E00000010001,0566,Manutenzione Straordinaria cicli fino al 2011,0.0,31/12/2024
agg2025,130,E.1,J17E00000010171,0576,Manutenzione Straordinaria cicli fino al 2011,0.0,31/12/2024
agg2025,130,E.1,J17E91000000031,0638,Manutenzione Straordinaria cicli fino al 2011,0.0,31/12/2024
agg2025,130,E.1,J17E92000000001,0639,Manutenzione Straordinaria cicli fino al 2011,0.05,31/12/2024
agg2025,130,E.1,J17E99000010011,0512,Manutenzione Straordinaria cicli fino al 2011,0.0,31/12/2024
agg2025,130,E.1,J17E99000010027,0513,Manutenzione Straordinaria cicli fino al 2011,0.0,31/12/2024
agg2025,130,E.1,J17E99000010181,0520,Manutenzione Straordinaria cicli fino al 2011,0.0,31/12/2024
