codice_intervento,descrizione,registro,codice_linea,linea,confidenza,prova,capi_nominati,comuni_citati_attraversati,confermato,natura_del_dato
I182,Adeguamento nodo di Brescia e potenziamento collegamento Brescia-S.Zeno-Ghedi Adeguamento nodo di Brescia e potenziamento collegamento PROG PROG Brescia-S.Zeno-Ghedi,OpenStreetMap (relazione route=railway),1412021,Ferrovia Brescia-Cremona,media,nome-parziale+comuni,brescia,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I182,Adeguamento nodo di Brescia e potenziamento collegamento Brescia-S.Zeno-Ghedi Adeguamento nodo di Brescia e potenziamento collegamento PROG PROG Brescia-S.Zeno-Ghedi,OpenStreetMap (relazione route=railway),967297,Ferrovia Brescia-Iseo-Edolo,media,nome-parziale+comuni,brescia,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I182,Adeguamento nodo di Brescia e potenziamento collegamento Brescia-S.Zeno-Ghedi Adeguamento nodo di Brescia e potenziamento collegamento PROG PROG Brescia-S.Zeno-Ghedi,OpenStreetMap (relazione route=railway),2597120,Ferrovia Lecco-Brescia,media,nome-parziale+comuni,brescia,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I182,Adeguamento nodo di Brescia e potenziamento collegamento Brescia-S.Zeno-Ghedi Adeguamento nodo di Brescia e potenziamento collegamento PROG PROG Brescia-S.Zeno-Ghedi,OpenStreetMap (relazione route=railway),546969,Ferrovia Milano-Venezia,media,comuni,,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I182,Adeguamento nodo di Brescia e potenziamento collegamento Brescia-S.Zeno-Ghedi Adeguamento nodo di Brescia e potenziamento collegamento PROG PROG Brescia-S.Zeno-Ghedi,OpenStreetMap (relazione route=railway),6789381,Ferrovia Milano-Verona AV/AC,bassa,comuni,,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I183,Raddoppio Maerne-Castelfranco Veneto Raddoppio Maerne-Castelfranco Veneto PROG PROG,OpenStreetMap (relazione route=railway),7795930,Ferrovia Padova – Calalzo,media,comuni,,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I183,Raddoppio Maerne-Castelfranco Veneto Raddoppio Maerne-Castelfranco Veneto PROG PROG,OpenStreetMap (relazione route=railway),553079,Ferrovia Primolano - Venezia Santa Lucia,media,comuni,,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I183,Raddoppio Maerne-Castelfranco Veneto Raddoppio Maerne-Castelfranco Veneto PROG PROG,OpenStreetMap (relazione route=railway),7795824,Ferrovia Vicenza - Treviso,media,comuni,,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I184,Potenziamento Padova-Castelfranco Linea Padova-Vigodarzere: raddoppio ponte sul Brenta,OpenStreetMap (relazione route=railway),7795930,Ferrovia Padova – Calalzo,alta,nome-parziale+comuni,padova,2,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I184,Potenziamento Padova-Castelfranco Linea Padova-Vigodarzere: raddoppio ponte sul Brenta,OpenStreetMap (relazione route=railway),532112,Ferrovia Padova - Venezia (Linea Storica),media,nome-parziale+comuni,padova,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I184,Potenziamento Padova-Castelfranco Linea Padova-Vigodarzere: raddoppio ponte sul Brenta,OpenStreetMap (relazione route=railway),7795886,Ferrovia Padova – Bologna,media,nome-parziale+comuni,padova,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I184,Potenziamento Padova-Castelfranco Linea Padova-Vigodarzere: raddoppio ponte sul Brenta,OpenStreetMap (relazione route=railway),546969,Ferrovia Milano-Venezia,media,comuni,,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I185,Quadruplicamento Firenze Rifredi-Firenze Statuto,OpenStreetMap (relazione route=railway),9180193,Ferrovia Firenze-Lucca,media,nome-parziale+comuni,firenze,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I185,Quadruplicamento Firenze Rifredi-Firenze Statuto,OpenStreetMap (relazione route=railway),1811976,Direttissima Firenze S.M.N. - Roma Termini,media,comuni,,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
I185,Quadruplicamento Firenze Rifredi-Firenze Statuto,OpenStreetMap (relazione route=railway),2172727,Ferrovia Bologna-Firenze (alta velocità),bassa,nome-parziale+comuni,firenze,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
NA023,Interventi connessi a linea AV/AC Milano - Bologna,OpenStreetMap (relazione route=railway),7481564,Ferrovia Milano-Bologna,alta,nome+comuni,milano|bologna,2,si,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
NA023,Interventi connessi a linea AV/AC Milano - Bologna,OpenStreetMap (relazione route=railway),1962856,Ferrovia ad alta velocità Milano – Bologna (biforcazione),alta,nome-parziale+comuni,bologna,2,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
NA023,Interventi connessi a linea AV/AC Milano - Bologna,OpenStreetMap (relazione route=railway),6789381,Ferrovia Milano-Verona AV/AC,alta,nome+comuni,milano|ac,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
NA023,Interventi connessi a linea AV/AC Milano - Bologna,OpenStreetMap (relazione route=railway),1782127,Ferrovia Bologna - Verona,media,nome-parziale+comuni,bologna,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
NA023,Interventi connessi a linea AV/AC Milano - Bologna,OpenStreetMap (relazione route=railway),2172727,Ferrovia Bologna-Firenze (alta velocità),media,nome-parziale+comuni,bologna,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
NA023,Interventi connessi a linea AV/AC Milano - Bologna,OpenStreetMap (relazione route=railway),7475352,Ferrovia Domodossola-Milano,media,nome-parziale+comuni,milano,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P014,Fermata passante nodo di Milano,OpenStreetMap (relazione route=railway),7475352,Ferrovia Domodossola-Milano,media,nome-parziale+comuni,milano,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P014,Fermata passante nodo di Milano,OpenStreetMap (relazione route=railway),14603060,Ferrovia Milano-Asso,media,nome-parziale+comuni,milano,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P014,Fermata passante nodo di Milano,OpenStreetMap (relazione route=railway),7481564,Ferrovia Milano-Bologna,media,nome-parziale+comuni,milano,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P014,Fermata passante nodo di Milano,OpenStreetMap (relazione route=railway),12242964,Ferrovia Milano-Chiasso,media,nome-parziale+comuni,milano,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P014,Fermata passante nodo di Milano,OpenStreetMap (relazione route=railway),19261719,Ferrovia Milano-Genova,media,nome-parziale+comuni,milano,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P014,Fermata passante nodo di Milano,OpenStreetMap (relazione route=railway),15616423,Ferrovia Milano-Mortara,media,nome-parziale+comuni,milano,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P053,Upgrading infrastrutturale e tecnologico nodo di Roma,OpenStreetMap (relazione route=railway),17940537,Ferrovia Roma-Fiumicino,media,nome-parziale+comuni,roma,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P053,Upgrading infrastrutturale e tecnologico nodo di Roma,OpenStreetMap (relazione route=railway),17959804,Cintura Nord di Roma,media,comuni,,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P053,Upgrading infrastrutturale e tecnologico nodo di Roma,OpenStreetMap (relazione route=railway),1811976,Direttissima Firenze S.M.N. - Roma Termini,media,comuni,,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P053,Upgrading infrastrutturale e tecnologico nodo di Roma,OpenStreetMap (relazione route=railway),2178861,Italia - Città del Vaticano,media,comuni,,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P054,Upgrading infrastrutturale e tecnologico nodo di Milano,OpenStreetMap (relazione route=railway),7475352,Ferrovia Domodossola-Milano,media,nome-parziale+comuni,milano,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P054,Upgrading infrastrutturale e tecnologico nodo di Milano,OpenStreetMap (relazione route=railway),14603060,Ferrovia Milano-Asso,media,nome-parziale+comuni,milano,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P054,Upgrading infrastrutturale e tecnologico nodo di Milano,OpenStreetMap (relazione route=railway),7481564,Ferrovia Milano-Bologna,media,nome-parziale+comuni,milano,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P054,Upgrading infrastrutturale e tecnologico nodo di Milano,OpenStreetMap (relazione route=railway),12242964,Ferrovia Milano-Chiasso,media,nome-parziale+comuni,milano,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P054,Upgrading infrastrutturale e tecnologico nodo di Milano,OpenStreetMap (relazione route=railway),19261719,Ferrovia Milano-Genova,media,nome-parziale+comuni,milano,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P054,Upgrading infrastrutturale e tecnologico nodo di Milano,OpenStreetMap (relazione route=railway),15616423,Ferrovia Milano-Mortara,media,nome-parziale+comuni,milano,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P067,Velocizzazione linee Milano-Venezia e Venezia- Trieste,OpenStreetMap (relazione route=railway),546969,Ferrovia Milano-Venezia,alta,nome+comuni,milano|venezia,2,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P067,Velocizzazione linee Milano-Venezia e Venezia- Trieste,OpenStreetMap (relazione route=railway),7475352,Ferrovia Domodossola-Milano,media,nome-parziale+comuni,milano,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P067,Velocizzazione linee Milano-Venezia e Venezia- Trieste,OpenStreetMap (relazione route=railway),14603060,Ferrovia Milano-Asso,media,nome-parziale+comuni,milano,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P067,Velocizzazione linee Milano-Venezia e Venezia- Trieste,OpenStreetMap (relazione route=railway),7481564,Ferrovia Milano-Bologna,media,nome-parziale+comuni,milano,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P067,Velocizzazione linee Milano-Venezia e Venezia- Trieste,OpenStreetMap (relazione route=railway),12242964,Ferrovia Milano-Chiasso,media,nome-parziale+comuni,milano,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P067,Velocizzazione linee Milano-Venezia e Venezia- Trieste,OpenStreetMap (relazione route=railway),19261719,Ferrovia Milano-Genova,media,nome-parziale+comuni,milano,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P071,Upgrading infrastrutturale e tecnologico linea Milano-Bologna,OpenStreetMap (relazione route=railway),7481564,Ferrovia Milano-Bologna,alta,nome+comuni,milano|bologna,2,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P071,Upgrading infrastrutturale e tecnologico linea Milano-Bologna,OpenStreetMap (relazione route=railway),1962856,Ferrovia ad alta velocità Milano – Bologna (biforcazione),media,nome-parziale+comuni,bologna,2,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P071,Upgrading infrastrutturale e tecnologico linea Milano-Bologna,OpenStreetMap (relazione route=railway),1782127,Ferrovia Bologna - Verona,media,nome-parziale+comuni,bologna,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P071,Upgrading infrastrutturale e tecnologico linea Milano-Bologna,OpenStreetMap (relazione route=railway),7475352,Ferrovia Domodossola-Milano,media,nome-parziale+comuni,milano,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P071,Upgrading infrastrutturale e tecnologico linea Milano-Bologna,OpenStreetMap (relazione route=railway),14603060,Ferrovia Milano-Asso,media,nome-parziale+comuni,milano,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P071,Upgrading infrastrutturale e tecnologico linea Milano-Bologna,OpenStreetMap (relazione route=railway),12242964,Ferrovia Milano-Chiasso,media,nome-parziale+comuni,milano,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P072,Upgrading e potenziamento tecnologico itinerario Napoli-Bari-Lecce/Taranto,OpenStreetMap (relazione route=railway),16640417,Ferrovia Bari-Taranto,alta,nome+comuni,bari|taranto,2,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P072,Upgrading e potenziamento tecnologico itinerario Napoli-Bari-Lecce/Taranto,OpenStreetMap (relazione route=railway),12454737,Napoli-Bari AV/AC,media,nome-parziale+comuni,napoli,2,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
P072,Upgrading e potenziamento tecnologico itinerario Napoli-Bari-Lecce/Taranto,OpenStreetMap (relazione route=railway),6334362,Bari Lamasinata - Bari Centrale (indipendente),media,nome-parziale+comuni,bari,1,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
